Japanese;English;French;German;
"ストレッチを制する者は
何かを制する！！
なんだい、少年よ？
君もストレッチしたいのかい？
……ん？
違うのかい？
じゃあ、君もあの建物に
興味あるのかい？
……えっ？
どの建物かって？
ハーッハッハ！
面白いことを言う少年だな
建物と言ったら、を動かすと見える
あの風車の建物しかないじゃないかい！";"Aaaaaand...STRETCH!


Hey, guy. You seem like you get
around a lot. Don't forget to do
your stretches, OK?
What, it's not your stretches that are
troubling you? Then it must be
that building over there, right?
Huh, whaddya mean, which one?
The one with the windmill. You can
see it if you use !";"Il est important de savoir s'échauffer !


Qu'est-ce qu'il y a, mon garçon ?
Tu veux t'échauffer, toi aussi ?

... Non ? Tu t'en fiches ?


Alors, c'est ce bâtiment qui
t'intéresse, peut-être ?

Comment ? Tu ne comprends pas de
quoi je parle ?

Hahaha ! Quel petit comique !


Il n'y a qu'un seul bâtiment qu'on
peut voir d'ici avec , pourtant !";"Sport ist wichtig für die Gesundheit!
Und weißt du, was noch wichtiger ist?
Dehnen, Dehnen, Dehnen!
Du siehst aus, als wenn du viel auf
Achse wärst... Soll ich dir ein paar
Tipps zum Dehnen geben?
Hm? Nein? Sag bloß, du bist auch hier,
weil du dich fragst, was es mit diesem
Haus da auf sich hat?
...Welches Haus?!
Hahahahaha!
Mach die Augen auf!
Hier gibt es ja wohl nur eines,
das man sieht, wenn man sich
mit  umschaut!";
"……どうだい？
風車のある建物は見えたかい？[ChoiceN]";"Now you saw it, right? That building
with the windmill?[ChoiceN]";"Alors, tu le vois, ce bâtiment ? Celui
avec les moulins.[ChoiceN]";"Jetzt hast du es ja wohl gesehen,
oder? Das Haus mit den Windrädern?[ChoiceN]";
"見えた";"Saw it";"Oui, je le vois !";"Ja";
"見えなかった";"Didn't see it";"Je vois rien...";"Nein";
"なんだって？
あれが、見えないのかい？
さては、少年！
ストレッチが足りていないようだな！
さあ、まずは左の親指を伸ばしてみよう！
はい、イチニッ、イチニッ！
……もういいだろう
十分にストレッチができたところで
のとを同時にプレスだ！";"Say again? You can't see it? Then
you'd better get to stretchin'!

I mean with your thumb. Stretch it to
the left, then the right, and when it's
good and limber...
then press  both  and  at once.";"Ah bon ?


Allons, mon garçon ! Il faut croire que
tu manques d'entraînement !

Allez, je veux que tu fasses des
étirements avec ton pouce gauche !
Une, deux... Une, deux...
Bon, ça devrait suffire. Tu t'es assez
échauffé.

Maintenant, appuie simultanément
sur  et  !";"Wie jetzt, du hast es immer noch nicht
gesehen?! Das kann nur daran liegen,
dass du nicht genug dehnst!
Los, jetzt dehnen wir den linken
Daumen! Eins und zwei, und eins
und zwei... Gut, das reicht!
Jetzt führe den Daumen
nach rechts unten!";
"なんだい少年？
変な男を見なかったかって？
お兄さん、ストレッチに夢中で
気づかなかったよ
なぜか、まわりのゾーラたちには
変な目で見られたけどね
ハーッハッハー";"What's that? Have I seen a strange
man?

Can't say I have. Been focusing on
my stretches pretty much all the
time, guy.
Even the Zoras look at me funny.
Eh, they're just jealous.";"Hein ? Si j'ai vu un homme bizarre ?


Je crois pas... Il faut dire que j'étais
super concentré vu que je m'étirais.

Par contre, j'ai bien vu les zoras du
coin me regarder d'un drôle d'œil...

Haaahaha !";"Hm? Ob ich einen seltsamen Typen
gesehen habe?

Ich war so mit Dehnen beschäftigt,
dass ich nichts bemerkt habe.

Nur ein paar Zoras, die mich schräg
angeguckt haben!

Die haben wohl noch nie jemanden
beim Dehnen gesehen!
Hahahaha!";
"トルネードロッド ヲ　ツカエ";"Use the Tornado Rod.";"Utilise la baguette des tornades.";"„Verwende den Tornadostab.“ Das
steht hier. Ich übernehme keine
Verantwortung für diesen Ratschlag.";
"ミーはマザーマイマイ
世界を旅するマイマイ族のマザーなのデす
こう見えてミーは今、クライング……
号泣してるのデす";"My, oh, my! What business have you
with Mother Maiamai? Forgive me if
my spirits aren't flying so high.
We were on a great voyage through
all the worlds, my tykes and I...";"Mon nom is Big'ornette.
Je suis une maman gorneau qui
voyage à travers le monde.
I am en larmes, comme tu peux
le voir...";"Mama Maimai nennt man mich,
und einfach ist mein Leben nicht.

Denn nicht umsonst heiß ich „Mama“...
Ich hüte eine Hundertschar!";
"ホワイ、なぜかって？

旅の途中で100人のジュニアたちと
はぐれてしまったデす
そうだ、ユー！
ジュニアたち、探しちゃってくれないデすか？[ChoiceN]";"Then I lost sight of my little Maiamais!
All 100 of my babies, by and by!

Could you find all of them? You'll hear
my children crying—calling for their
Mother Maiamai![ChoiceN]";"Tu veux savoir why ?


J'ai été séparée de mes 100 children
pendant que nous voyagions.

Oh, mais you !
Tu pourrais retrouver mes children ?[ChoiceN]";"Welch Unglück mir hier widerfuhr?
Mein Fleisch und Blut, die ganze Tour,
verschwunden ist, ganz ohne Spur!
Tausend Tränen muss ich weinen
um meine hundert süßen Kleinen...

O kleiner Mann mit großem Herz,
beende Mama Maimais Schmerz![ChoiceN]";
"いいよ";"Of course";"D'accord !";"Aber gerne!";
"めんどうかも";"Can't do it";"Pas le temps.";"Nein.";
"そうデす……
ミーが探すべきデす……
でも、ロングタイムなジャーニーで
ミーのバディはボロボロ……
探したいデす
でも、自由に動けないのデす……";"I'd search for them myself. I swear
that I'd try. But in this world, I'm just
too large to find my little guys.";"Tu es right... Je devrais m'en
occuper moi-même...

Mais je suis épuisée à cause de ma
long voyage.

J'aimerais partir à leur recherche,
mais je ne peux plus bouger...";"Jahraus, jahrein bin ich gereist,
hab viel erlebt, und Gutes meist!
Doch dabei bin ich auch vergreist...
Kann kaum gehen, nicht mal kriechen,
muss einsam vor mich hin versiechen!

...Es sei denn, du eilst mir herbei,
auf dass mein Leid zu Ende sei!";
"プリーズなのデす！
ジュニアたちをヘルプなのデす！[ChoiceN]";"Why, oh, why? Mother Maiamai
would be in your debt forever, if
only you'd try![ChoiceN]";"Please ! Aide-me à retrouver mes
children ! Help ![ChoiceN]";"Kleiner Held, erhör mein Flehen,
du musst die Kleinen retten gehen!

Kannst du mich denn nicht verstehen?
Wie gern möcht ich sie wiedersehen!

Sag mir, hab ich dich gedungen
zu retten meine vielen Jungen?[ChoiceN]";
"わかった";"I'll do it";"D'accord.";"Natürlich!";
"そんなこと言われても";"Sorry";"Une autre fois.";"Tut mir leid...";
"サンクス！

ユー！
見た目以上にナイスボーイね！";"Thanks! Mother Maiamai finds you
quite a kind child.";"Thanks ! Tu es encore plus great qu'il
n'y paraît !";"Tausend Dank, o großer Held!
Linderst das, was mich gequält.

Und eines werd ich nun gewahr...
Knabenhaft erscheinst du zwar,
doch was kommt, wird wunderbar!";
"コレ、ユーにプレゼント！";"Here—take this. It will help you know
if my tykes are nearby.";"Tiens, un small cadeau !";"Hier, nimm diese Karte an.
Mit ihr kommst du ganz schnell voran!";
"ルック！
これは「マイマイマップ」
ジュニアたちの気配を感じて作ったのデす

このボタンをタッチすると
ジュニアたちのアバウトな居場所が分かるの";"Oh, yes—upon the Maiamai Map you
can surely rely!";"Look ! C'est la carte O'gorneaux.
Je sens la présence de mes children.
C'est comme ça que j'ai pu la faire !
Si tu touches cette icône, tu pourras
voir où se trouvent mes children.";"Die Karte zeigt dir, wo sie sind,
ganz ungefähr – ein jedes Kind!

Die Maimai-Karte soll dich leiten,
und dir zum Glück den Weg bereiten.";
"下画面の「マイマイマップ」ボタンを
タッチしてプリーズ！";"Go on—tap the Maiamai Map icon on
your Touch Screen!";"Please ! Touche l'icône de la carte
O'gorneaux sur l'écran tactile !";"Um die Maimai-Schar dir anzusehn,
drückst du ihr Touchscreen-Emblem!";
"数字は、そのエリアにいるジュニアたちの数

ジュニアたちを見つけたら、数字が減るデす

「マイマイマップ」の使い方
分かったデす？
お願いデす！
ジュニアたちを探してなの！";"Those numbers tell you how many of
my little Maiamais are in each area.

At least until you rescue some, and
then it will tell you only how many
more you have yet to find!
Now please, go and search for all
my Maiamais!";"Le nombre que tu peux voir dans
chaque zone indique combien de
mes children s'y trouvent.
Il baissera à chaque fois que tu en
trouveras one.

Tu as bien compris comment utiliser
la carte O'gorneaux ?

Je t'en supplie, retrouve mes
children !";"Zahlen wirst du darauf sehen,
die allmählich runtergehen,
wenn du Maimais kannst erspähen.
Verstehst du nun, o kleiner Mann,
wie dir die Karte helfen kann?

Dann zög're nicht, du großer Finder,
such mir die verschwund'nen Kinder!";
"きっと、小さな声で泣いているデす
チッチッチッチ……
とてもカワイイ声なのデす
かわいそうに……";"They call out with such cute, chirping
sounds. Yet they must be so sad,
missing their Mother Maiamai.";"Je suis sûre qu'ils pleurent... Ils ont
une toute petite voix, you know...
Pouic, pouic, pouic...
Ils sont si mignons, mes pauvres
babies...";"Spitz die Ohren, lausch dem Weinen
von den vielen, armen Kleinen...";
"……？

この気配は……";"Wait—that look in your eye!";"What...?


Je sens une présence...";"Ich seh dich wieder, welch ein Glück!
Bringst du auch ein Kind zurück?";
"ユー！
もう、ジュニアを見つけてたデす？
サンクス！";"Have you ALREADY found some of
my lost Maiamais?";"You ! Tu as retrouvé mes children,
n'est-il pas ?

Thanks !";"Tausend Dank, o großer Held!
Du heilst mir meine kleine Welt.";
"ミーのジュニアを見つけてくれたデすね
サンクス！";"I knew you'd be able to help me.
Thank you—oh, thank you!";"Oh, my ! Je savais que je pouvais
compter sur toi ! Thanks !";"Du bringst ja meinen Nachwuchs mir!
Ach wie fein! Wie dank ich's dir?!";
"ミーのジュニアたちは臆病なのデす
隠れているジュニアもいるはずデす
ヘイ、ユー！
ユーだけが頼りなの！
どぞよろしくデす！！";"My babies are so shy. You might not
even see them when you walk by.

You can hear them cry, so please
find out where they all hide!";"Mes children sont très peureux.
Certains se sont même sûrement
cachés.
Tu es mon seul hope ! Only you !


Je compte sur you !";"Schnell verirr'n sich meine Racker.
Doch sie zeigen sich sehr wacker.

Hinter Stock und unter Stein,
tief im Nass und ganz allein.

Sind gut versteckt, sie harren deiner.
Hilf mir, Held, du großer, feiner!";
"ところでユー！
知ってます？
助けてくれたジュニアたちの人数は
「コレクト」画面で確認できるデすよ";"Did you know, by the by, that the
number of Maiamais you've saved is
on your Gear screen?";"Au fait !


Tu sais que tu peux voir combien de
children tu as trouvés à l'écran Statut
quête ?";"Ach, kleiner Hinweis nebenbei,
als Hilfe bei der Sucherei:

Wie viele Maimais du gefunden,
wird dir der „Status“-Schirm bekunden.";
"ミーのジュニアたち、みんな見つかりました！
ホントにサンクス！
コレはサンクスの気持ちデす";"You found all of my babies! Please
take this from Mother Maiamai!";"Tu as retrouvé tous mes children !
Thanks, vraiment !

Prends ça comme remerciement.";"Juchhu! Hurra! Juchhei! Jippieh!
So glücklich war ich wohl noch nie!

Jeden meiner kleinen Lieben
hast du für mich aufgetrieben!

Tausend Dank, du großer Held!
Ich hoff, dein Lohn dir gut gefällt.";
"サンクスデすね
これでも感謝で号泣してるのデす
ジュニアたちを探してくれたお礼
ユーの道具、ミーにちょっと預けるデす
ドンウォーリー、悪いようにはしないデす
ベリーナイスなものにするデすね";"My little Maiamais... Oh, my friend,
you should have a reward for bringing
my children back to me.
Please, may I borrow one of your
items? I'll make it even nicer.";"Thanks beaucoup ! Je suis tellement
reconnaissante que j'en pleure.

Je dois te récompenser, yes.
Montre-moi une objet à toi.

Don't worry ! Je ne vais pas l'abîmer.
Au contraire, je vais la rendre great.";"Ich wein vor Freude, so ein Glück!
Wie geb ich so viel Glück zurück?!

Gelindert sind mir Sorg und Kummer.
Meine Macht erwacht vom Schlummer!

So greife in dein Inventar,
auf dass ich's mache wunderbar!";
"ユーの道具、ミーにちょっと預けるデす
ベリーナイスな物にしてあげるデす";"Could I take a look at those items of
yours? I'm sure I could make one
nicer.";"Tu veux bien me montrer une objet à
you ? Je peux la rendre very great.";"Ein Wort nur, und ich lege los!
Dein Werkzeug mach ich ganz famos!";
"ミーのサンクスの気持ちを
カタチにできる道具持ってるデすね
ユーの道具、ミーにちょっと預けるデす

ドンウォーリー、悪いようにはしないデす
ベリーナイスなものにするデすね";"Oh, I can make something of yours
nicer! Please give it to Mother
Maiamai!";"Oh, tu possèdes une objet que je peux
utiliser pour te remercier.

Tu veux bien me la montrer ?


Don't worry ! Je ne vais pas l'abîmer.
Au contraire, je vais la rendre great.";"Beim Stöbern seh ich viele Sachen,
die kann ich dir gern besser machen!

Gib sie mir und halt kurz ein,
wer zaubern will, muss sorgsam sein.

Keine Angst! Wirst nichts bereuen!
Gleich darfst du dich so richtig freuen.";
"道具を持ってきてくれましたネ
ナイスにしたい道具はどれデすか？";"I can make something of yours nicer!
Please give it to Mother Maiamai!";"Tu as apporté des objets ?
Laquelle tu veux rendre great ?";"Du hast ja wirklich was dabei!
Ich veredle's dir mit Zauberei.

Wähl eins aus und reich es mir,
und schon beginnt die Prozedur!";
"サンクスデすね
これでもうれしくて号泣してるのデす
ジュニアたちを探してくれたお礼
ユーの道具、ミーにちょっと預けるデす
ベリーナイスな物にしてあげるデすね";"Thanks! The tears in my eyes—I'm
crying with joy!

Please let Mother Maiamai see your
items. I'll make them nicer, or at
least I swear that I'll try.";"Thanks beaucoup ! Je suis tellement
happy que j'en pleure !

Je dois te récompenser, yes.
Montre-moi une objet à toi.

Je peux la rendre great.";"Es mag seltsam dir erscheinen,
doch vor Freude muss ich weinen.

Erlaube mir, o großer Held,
dass ich es dir sogleich vergelt!

Ein kurzer Blick in deine Sachen...
Sag, was soll ich besser machen?";
"……
ゴメンナサイだけど……
ユーは、ミーがベリーナイスにできる道具を
持ってないみたい……デすね
道具が手に入ったら、また来るデす
デモ、借り物はノンノンなのデす";"Oh my...I'm sorry.


You don't have any items that I can
make nicer. Once you own some
items, come see me again.
I can't apply my magic to rented
items either—can't even try!";"... Oh.
Sorry !

Tu n'as pas d'objet que je peux rendre
very great... Nothing.

Reviens me voir quand tu auras des
autres objets. Mais les objets de
location, c'est no-no !";"Tut mir leid, mein lieber Held!
Dieses Ding mir nicht gefällt...

Nicht hässlich ist es oder schlecht.
Geliehen ist's! Das wär nicht recht.

Etwas, das hier soll gedeihen,
darfst du dir nicht einfach leihen!";
"ミーのジュニアたち、みんな見つかったデすね
ユーには、お礼を言っても言い切れませんネ
本当にサンクス！
ベリーナーイス！";"Mother Maiamai can't thank you
enough. You found all my Maiamais!
You're nice, child, very nice.";"Tu as retrouvé tous mes children.
Jamais je ne pourrai assez remercier
you.
Thanks very beaucoup !";"Alle Kinder sind zurück?
Ich zerspringe gleich vor Glück!

Ich stehe tief in deiner Schuld.
Du sollst sie spüren, meine Huld!";
"ちょうどいい所に来てくれたデす！
ユー！";"You came just in time!";"Oh, you ! Tu tombes bien !
Nice timing !";"Gerade recht kommst du mir, Held...
Wir verlassen diese Welt!";
"突然だけど
ミーたち、もうすぐ別の世界に旅立ちます
サヨナラは、いつもツラいデす
でも、旅はマイマイ族の習性なの";"It's a bit sudden, but we must bid
you good-bye. I'm off to a different
dimension with my Maiamais!";"I know, c'est un peu soudain, mais
moi et mes children, nous allons partir
en voyage dans un autre monde.
C'est toujours triste de se dire
goodbye, mais les voyages font
partie des mœurs des gorneaux.";"Schwer fällt mir der Abschied nun.
Doch Reisen ist, was Maimais tun.";
"そういえば、ユー！
まだ、お名前を聞いてなかったデす";"Oh! But Mother Maiamai doesn't
even know your name!";"Oh, you ! Je ne t'ai même pas
demandé comment tu t'appelles.";"Wo sind meine Manieren hin?!
Welch schäbig Vorbild ich hier bin...

Zu fragen hab ich's ganz vergessen!
Deinen Namen wollt ich wissen.";
"[PlayerName]……

ナイスな名前……なの？

ミーは、この世界の言葉よく分からないデす
でも、きっとナイスな名前ね！";"Ah...[PlayerName].


What a nice name. There's nothing
more I could do to make it nicer,
oh, good friend of mine.";"[PlayerName]...


C'est un great nom... N'est-il pas ?


Je ne comprends pas très bien la
langue de ce monde, mais yes, je
pense que c'est un great name !";"[PlayerName]...


Ein schöner Name, von edlem Klang...
Er passt zu dir, dem viel gelang!";
"[PlayerName]！
ジュニアたちの命の恩人
また、いつか会いまショウ";"My darling tykes owe you their lives.
May we see you again, by and by.";"[PlayerName] !
Tu es notre bienfaiteur.

J'espère qu'on se reverra, maybe !";"[PlayerName]...


Der edle Retter meiner Kleinen...
Auf dass sich unsre Wege einen,
sollt es gut das Schicksal meinen!";
"サヨナラです
サンクス！　[PlayerName]！";"Good-bye! Good-bye! And thank you,
[PlayerName]!";"Goodbye.
Et thanks, [PlayerName] !";"Edler Helfer, unser Idol!
[PlayerName], lebe wohl!";
"[InsertMark]でオッケーでスね？[ChoiceN]";"The [InsertMark]?[ChoiceN]";"Tu veux [InsertMark] ?
C'est O.K. ?[ChoiceN]";"Soll [InsertMark] ich behandeln,
und von normal zu super verwandeln?[ChoiceN]";
"ハイ！";"Yes";"Yes !";"Genau!";
"イイエ！";"No";"No !";"Nein!";
"道具を持ってきてくれたら
ナーイスなこと、してあげまショウ
デモ、借り物はノンノンなの
気を付けるデす";"If you bring me your items, I'll give
you a nice reward—yes, oh so nice!

But I can't work my magic on items
you don't own. Nothing lent—only
your true possessions!";"Rapporte-moi tes objets.
Je te montrerai quelque chose
de great.
Mais les objets de location,
c'est no-no !";"So gern ich dir auch helfen möchte...
Mein Zauber trägt hier keine Früchte!

Kauf dir was vom Ladenwirt,
damit das Deine super wird...

Soll hier irgendwas gedeihen,
darfst du's dir nicht einfach leihen!";
"こんにちは
[PlayerName]さん！
僕、ジュニアです
72番目に助けてもらったジュニアです
僕たちを助けてくれて
ありがとうございました
お母さんと他のジュニアたちは
別の世界に旅立ちました
僕はお母さんから独立して
ここで生きていくことにしたんです！
一人ぽっちになっちゃって
少し寂しいけど……
がんばります！
よろしくお願いします！";"Hello there, [PlayerName]!


I'm the 72nd Maiamai you saved!
Thanks for all your help.

Mom and the others have gone off.
But I—? Well, I stayed behind.
Time for me to be my own Maiamai.";"Bonjour, monsieur [PlayerName] !


Je suis un ti'gorneau, le 72 que tu
as retrouvé !

Merci beaucoup d'être venu à mon
secours !

Ma maman et tous les autres
ti'gorneaux sont partis en voyage
dans un autre monde.
Mais moi, j'ai décidé de prendre
mon indépendance et de vivre ici !

Je suis un peu triste de me retrouver
sans tout le monde...

Mais je vais me débrouiller, tu verras !";"Hallo, [PlayerName]!


Tochter Maimai nennt man mich,
und einfach ist mein Leben nicht!

Dein zweiundsiebzigstes Maimai
ist von Mama und Geschwistern frei.

Sie zogen in die andre Welt,
wo's mir hier doch so sehr gefällt!

Da ist es auch nur halb so schlimm,
dass ich hier ziemlich einsam bin!

Was soll ich weinen und beklagen.
Ich werde kämpfen, nicht verzagen!";
"僕もお母さんみたいな
立派なマザーにならなくっちゃ
応援してくださいね
[PlayerName]さん";"Hopefully I'll learn to be as good of a
mother as my Mother Maiamai. Wish
me luck, [PlayerName]!";"Je vais devenir une super Big'ornette,
comme ma maman !

Je compte sur toi pour m'encourager,
monsieur [PlayerName].";"Mein nächstes großes Lebensziel?
Kinder haben... laut und viel!

Wie Mama sein, so gütig, warm!
So hüt ich meinen Maimai-Schwarm!

Wünsch mir Glück,
[PlayerName]!";
"入るな！　変な生き物がいる！


壁を壊そう！


なんてコトは、考えてはいけない";"Do Not Enter! Do Not Blow Up Wall!
Very Strange Creature Inside!";"Entrée interdite !


Antre d'une étrange créature.


L'entrée est bloquée.
N'essayez pas de la dégager.";"Vorsicht!
Seltsame Kreatur!

Umgang mit Sprengstoffen in der
Nähe der Wand streng verboten!";
"あの建物は陸からは行けないんだ

だからお兄さん、ゾーラに
泳ぎを教えてもらったんだ
血のにじむような特訓だったが
お兄さんは根性とストレッチで乗り切った！
今では水の中ならだれにも負けないゾ！
ハーッハッハー";"There's no way to get to that
windmill place by land.

So that's why I learned to swim. Now I
can get there anytime—as long as I
keep up with my stretching.";"Ce bâtiment, là-bas, n'est pas
accessible depuis la terre ferme.

C'est pour cette raison que j'ai appris
à nager chez les zoras ! J'en ai bavé
pendant mon entraînement...
Mais j'ai persévéré, et surtout, je me
suis bien échauffé !

Maintenant, personne ne m'arrive
à la cheville, question nage !
Haaahaha !";"Dieses Haus ist zu Fuß nicht
erreichbar. Seltsam, oder?

Deshalb hab ich mir schnell mal von
den Zoras Schwimmen beibringen
lassen.
Das war der härteste Intensivkurs aller
Zeiten! Aber mit starkem Willen und
viel Dehnen hab ich es durchgehalten!
Und es hat sich ausgezahlt!
Jetzt schlägt mich niemand mehr
im nassen Element! Hahaha!";
"なんだい？少年もお兄さんのように
泳げるように、なりたいのかい？
お兄さんはね
ゾーラに泳ぎを教わったんだよ
やはり、お兄さんのようなスポーツマンには
一流の先生じゃなきゃね
ゾーラの里は川の上流だ
行くなら、十分なストレッチを忘れるなよ！";"Hmm? You want to learn to swim too?
I learned how from the Zoras. Why
learn from anyone less than the best?
If you want to do the same, head far
upstream, way in the northeast, to
Zora's Domain.
Just don't forget to stretch first!";"Quoi ? Toi aussi tu veux apprendre
à nager ?

Moi, c'est un zora qui m'a appris.


Je suis un sportif, après tout, il me
fallait le meilleur des professeurs.

Le village zora se trouve en amont de
la rivière. Si tu veux y aller, je te
conseille de bien t'échauffer avant !";"Was?
Du willst auch schwimmen lernen?

Ich bin einfach zu den Zoras gegan-
gen. Wenn man schon schwimmen
lernt, dann von den Experten!
Die Höhle der Zoras ist ganz weit
flussaufwärts. Aber vergiss nicht,
dich ausreichend zu dehnen!";
"あの建物までは泳いでいけるんだけど
中に入れないんだよなぁ
きっと、ストレッチが足りないんだな！";"You can swim across to reach that
building, but you can't get in.

Ah, but don't give up now! Maybe
you just need to stretch some more?";"Je suis allé voir ce bâtiment en
traversant à la nage, mais je n'ai
pas pu entrer à l'intérieur.
C'est sûrement parce que je ne me
suis pas assez échauffé...";"Zu diesem geheimnisvollen Haus zu
schwimmen ist kein Problem! Nur
dort reingekommen bin ich nicht...
Aber Ausreden zählen nicht!
Nur ein bisschen mehr dehnen,
dann schaffe ich es!";
"その水かきは！？

君もゾーラに泳ぎを教わったようだね！
なかなか、やるじゃないかい少年よ！
だが、もぐりができないと
まだ一人前とは言えないぞ！
あと、ストレッチも忘れずにな！
ハーッハッハッハー";"Hey, have you been swimming
around? Well done, guy! But have
you tried diving yet?
Just keep up with your stretching,
and you'll be ready for anything
in the water!";"Hé ! T'as des palmes, maintenant !


Ce sont les zoras qui t'ont appris à
nager, hein ? Tu te débrouilles bien,
en plus !
Enfin... Tant que tu ne sauras pas
plonger, tu resteras un amateur !

Allez, n'oublie pas de t'échauffer,
hein ! Haaahahaha !";"Oh, diese Schwimmflossen!


Sag bloß, du hast auch bei den Zoras
schwimmen gelernt! Nicht schlecht!

Um wirklich gut im Wasser
klarzukommen, sollte man allerdings
auch tauchen können!
Und vergiss danach das Dehnen nicht!
Hahahaha!";
"今日は良い天気ゾラね

女王サマと、さっそく泳ぎにきたゾラよ

……スリムになった女王サマは泳ぎが速くて

……気が付いたら 置いて行かれたみたいゾラ";"Nice weather today, so I swam here
with the queen. But she swims so
fast...and I got left behind.";"Il fait beau aujourd'hui, hein ?


Je suis venu nager avec notre reine.


... Elle est vraiment rapide depuis
qu'elle a minci.

... Elle m'a semé en un rien de temps.";"Heute ist schönes Wetter!


Deshalb sind wir mit der Königin
zum Schwimmen hergekommen.

Jetzt, wo die Königin wieder rank
und schlank ist, schwimmt sie
unglaublich schnell...
Ich konnte nicht mithalten und
wurde zurückgelassen.";
"……こうして話してみると、せつないゾラね

……やっぱり置いて行かれたゾラか

……置いて行かれた実感が湧いてきたゾラ";"I'm hurt, to be honest. The queen
left me behind...

I feel abandoned.";"... Je vais être honnête avec toi.
Ça m'a blessé.

... Elle ne m'a pas attendu.


... J'en suis bien conscient, tu sais.
Elle m'a tout simplement abandonné.";"Eigentlich traurig, wenn man es
sich so überlegt...

Sie haben mich einfach zurück-
gelassen und es wahrscheinlich
nicht mal gemerkt!
Mir wird gerade erst klar, wie
gemein das ist!";
"女王サマ……

スリムな女王サマ……";"My queen... My queen...";"Ma reine...


Ma reine toute mince...";"Euer Majestät...


O Euer schlanke Majestät...";
"……なんだ
客じゃないなら用はない";"What? If you're not buying, not sure
I have much else to say, guy.";"... Quoi ? T'as rien à faire ici
si t'es pas un client.";"Du willst nichts kaufen?
Dann weiß ich nicht, was
du hier willst.";
"またお前か……";"Huh—you again?";"Encore toi... ?";"Du schon wieder...";
"騒がしいストレッチ野郎も……

洞窟にいる変な生き物も……

なれなれしい奴……
オレ苦手……";"That sporty fellow out there, that
weird creature in the cave! Not sure
I'm cut out for this line of work.";"Le taré du sport...


L'étrange créature dans la grotte...


Tous des sans-gênes...
Et j'aime pas ça...";"Erst dieser Schwimm-Freak
mit seinem Dehnen...

Dann die reimende Qualle
aus der Höhle...

Alle sind so aufdringlich freundlich
zu mir. Ich komm damit nicht klar!";
"それは[IntNumberN]だ
役に立つ時には役に立つ……[ChoiceN]";"That thing's [IntNumberN]. Want it?[ChoiceN]";"Ça, c'est [IntNumberN].
Ça peut servir. Parfois.[ChoiceN]";"Die kostet [IntNumberN].
Unglaublich praktisch. Ehrlich.[ChoiceN]";
"買う";"Buy";"J'achète !";"Kaufen";
"買わない";"Don't buy";"Pas besoin.";"Nicht kaufen";
"おひとり様1つまで……";"Sorry—only one per customer.";"Tu peux pas en posséder plus d'un...";"Nur eine pro Kunde...";
"ルピー……足りない……";"You don't have...enough Rupees...";"T'as pas assez... de rubis...";"...Dir fehlen die Rubine.";
"……ナンカコウテクレヤ";"C'mon. Buy somethin'?";"Achète-moi un truc...";"...Jetzt kauf schon was.";
"それは[IntNumberN]だ
役に立たない訳がない……[ChoiceN]";"That's [IntNumberN]. Want it or not?[ChoiceN]";"Ça, c'est [IntNumberN].
On doit forcément pouvoir lui
trouver une utilité. J'imagine...[ChoiceN]";"Der kostet [IntNumberN].
Ist sicher ganz toll.[ChoiceN]";
"買う";"Buy";"J'achète !";"Kaufen";
"買わない";"Don't buy";"Pas besoin.";"Nicht kaufen";
"金のない奴に用はねぇ";"Got no Rupees? Sorry. I'm a bit short
on words then.";"Je parle pas aux pauvres.";"Keine Rubine? Pech.";
"2つも持ったら重いだろ……";"Carryin' two might be too much.";"À mon avis, deux c'est trop. Mais
moi, j'dis ça...";"Zwei davon rumzutragen wäre doch
viel zu schwer...";
"……ナンカコウテクレヤ";"C'mon. Buy somethin', at least.";"Achète-moi un truc...";"...Jetzt kauf schon was.";
"……どうも";"Thanks.";"Cool...";"...Gut.";
"足をくじいて、動けなくなってから
どれだけの時間がたっただろう
なぜこんな奥地まで来てしまったのか
ヘラの塔でやめていれば……
もう私はダメかもしれない……
でも、最後に……最後に一口だけ……
ミルクバーの
プレミアムミルクを飲みたかったなぁ……";"I was up on the mountain doing some
bouldering...when I lost my grip.
And fell. And sort of hurt myself.
Eh, all in the day of a boulderer.
Going climbing without equipment
isn't for the faint of heart!
Anyway, I'm stuck on the mountain
way past the Tower of Hera, and I
could really go for some premium milk!
Yeah, that'd really get me up and
going again. So if you're at the
Milk Bar, pick some up for me!";"Je ne peux plus bouger à cause de
ma cheville foulée... Depuis combien
de temps suis-je coincé ici ?
Qu'est-ce qui m'a pris de venir dans
ce coin perdu ? Si seulement j'avais
fait demi-tour à la tour d'Héra...
C'en est sûrement fini de moi...
J'aimerais juste... juste une dernière
fois...
... pouvoir goûter au lait grand cru du
bar laitier...";"Mein Fuß ist verstaucht, meine Moral
am Boden. Ich weiß nicht einmal mehr,
wie lange ich schon hier feststecke.
Hätte ich doch nur an Heras Turm
kehrtgemacht und wäre nicht noch
weiter vorgedrungen.
Ist das mein Ende? Ich wünschte, ich
könnte noch einmal Vollmilch trinken,
und wenn es nur ein Schluck ist.
Doch die Milchbar ist so fern von
hier...";
"中に手紙が入っている……";"There's a letter inside...";"Il y a une lettre à l'intérieur...";"Es ist ein Brief darin...";
