Japanese;English;French;
"しょうがねぇなぁ じゃあ今回は
1000ルピーを くれてやらぁ
また今度 挑戦してくれよ";"Ouch! Can't be helped, I guess. Oh, but
I will give you 1000 Rupees for that
impressive performance! You'll just
have to try for the shield next time.";"Je te donne 1 000 rubis à la place.
Tu pourras le gagner une prochaine
fois !";
"ところで・・・ [Link]さん
このまま続けて もう一度
戦ってみねぇかい？
もちろんタダとは言わねぇ
続けて勝つたびに
ごほうびを いいモノにしてやらぁ
ごほうびの中には さっきも言った
べらぼぅに強い盾 なんてのもあるぜ！
どうだ？ 続けたくなったろ？？
ただし・・・
わかっちゃいるたぁ思うが
失敗したら それっきりだ
それと ハートも盾も そのまんまだぜ
そのまま続けて 戦うことに
意義があるんだからよ";"By the way, [Link]...what 
do you think about trying another
battle right now?

I wouldn't ask you if there wasn't
another reward on the table. In fact,
the more battles you win, the better
your reward when you finish! 
As I mentioned before, I've got lots of
rewards, including an absurdly
sturdy shield! Makes you want to leap
right into another fight, doesn't it?
However--I bet you can see where I'm
going with this--if you fail, that's the
end of our little game.

And keep in mind that your shield
durability and hearts will carry over
from battle to battle. It makes the
battles all the more...exciting!";"Dis‐moi, [Link]...
Est‐ce que tu es prêt à enchaîner
avec un autre combat ?

Bien sûr, plus tu remportes de
victoires consécutives, plus la valeur
de ta récompense est grande.

Par exemple, tu peux gagner un
bouclier super résistant !
Ça te fait envie, pas vrai ?

Par contre...
J'imagine que tu le sais déjà,
mais si tu perds, c'en est fini de toi.

De plus, ta jauge du bouclier et ta
jauge de vie ne se remplissent pas
après chaque victoire.
Mais ça rajoute un peu de piment !";
"で 今やめたら ごほうびは
[Var] だが
次は [Var] になるぜ
どうでぇ？ 続けてやってみっか？
   • やる！   • やらない・・・";"Quit now, and you'll get yourself a not-
too-shabby [Var].


But the next win will net you a
fabulous [Var]!
What'll it be? Do you want to
continue?
   • Continue!   • Quit...";"Si tu arrêtes maintenant, tu gagnes
[Var].
Mais l'enjeu du prochain combat est
[Var] !
Alors, tu veux continuer ?
   • Oui   • Non";
"おぅよ！ そうこなくっちゃな！
おっと そういや もう1つ・・・

続けてやるときは
オレっちが 適当に順番を決めてやるぜ
いちいち選ぶのも めんどくせぇだろ？
次の相手は 会ってみてのお楽しみだ
それじゃあ さっそくいくぜ！";"That's what I'm talking about!
But there's one more thing...


For consecutive battles, I get to choose
what opponent comes next. I mean...
you didn't really want to have to pick
an enemy every time, did you?
Now you get to look forward to finding
out who your opponent is at the start of
each battle. But enough chatter. Let's
get this fight started!";"C'est une réponse digne d'un vrai
héros ! Mais tu dois savoir un petit
détail.

Après le premier combat, c'est moi qui
choisis les prochains ennemis.
Tu n'as pas à y penser.
Et ça rajoute un peu de suspense !
Allez, fini de bavarder, passons aux
choses sérieuses !";
"おぅよ！
そうこなくっちゃなぁ！

次は [Number]戦目だぜ
後 [Number]勝で 
ぜんぶ やっつけたことになるな！
それじゃ さっそくいくぜ！";"Yeah! That's what I'm talking about!



The next battle will be No. [Number].
To defeat all the enemies, you must
win this many more battles: [Number].
So let's get on with it!";"C'est une réponse digne d'un vrai
héros ! 


Le prochain combat sera le [Number]e";
"そうか・・・ まぁ ここで無理しても
しょうがねぇわな
死んで花実が咲くものか ってヤツだ
よーし よくがんばった！
じゃあ 約束どおり
コイツを くれてやらぁ";"Right... No need to knock yourself out
fighting these enemies here, right?
Might as well save yourself for the real
battles, I suppose...
But you battled hard! Just as I
promised, I'll give you this.";"Très bien... Je comprends que tu ne
veuilles pas prendre de risques inutiles.


En tout cas, tu t'es bien battu !
Comme promis, voilà ta récompense.";
"ほらよ 5ルピーだ！
まぁ クヨクヨすんなよ！";"Here you go. Five Rupees. Hey, don't
give me that look!";"Voilà 5 rubis pour toi.
Ne me regarde pas comme ça !";
"ほらよ 20ルピーだ！
大事に使えよ！";"Here's 20 Rupees. Don't go spending
it all at once!";"Voilà 20 rubis pour toi.
Et ne dépense pas tout !";
"ほらよ 50ルピーだ！
取っといてくれ！";"Here's 50 Rupees! Go on, then. Take it!";"Voilà 50 rubis pour toi.
Allez, prends‐les !";
"100ルピーだ！
無駄づかいすんなよ！";"Here's 100 Rupees! Spend it on
something worthwhile!";"Voilà 100 rubis pour toi.
Dépense‐les à bon escient !";
"ほらよ 200ルピーだ！
なかなか やるじゃねぇか！";"Here's 200 Rupees! Well, look at you
now!";"Voilà 200 rubis pour toi.
Tu l'as bien mérité !";
"ほらよ 300ルピーだ！
好きなモンを 買うといいや！";"Here's 300 Rupees! Go buy something
nice for yourself!";"Voilà 300 rubis pour toi.
Fais‐toi plaisir !";
"ほらよ 500ルピーだ！
おめぇさんにとっちゃ 大金だろ？";"Here's 500 Rupees! Must be a fortune
for you!";"Voilà 500 rubis pour toi.
C'est une sacrée somme !";
"かぁ～っ！
1000ルピーだ！
たいしたモンだぜ！";"Look at this--1,000 Rupees!
Have you ever seen so much?";"Incroyable ! 1 000 rubis !
Tu n'en reviens pas, hein ?";
"ほらよ 2000ルピーだ！
もってけ ドロボーッ！";"Gah, 2,000 Rupees! It's robbery!";"2 000 rubis !
C'est une vraie fortune !";
"ほらよっ！
コイツを くれてやらぁ！";"Hey! Take this!";"Tiens, prends‐ça.";
"コイツも オマケだ！！";"Here's your prize!";"Voici ta récompense !";
"コイツも 付けてやるぜ！";"You've won this fabulous prize!";"Tu as gagné ceci !";
"クゥ～ッ！
3000ルピーだ！
こんな大金 何に使うんでぇ！？";"Whoa, now! You get 3,000 Rupees!
What are you going to spend it all on?!";"Ouaaah ! 3 000 rubis ! Que vas‐tu faire
avec une telle somme ?";
"ほらよ 9900ルピーだ！
もうこれ以上
びた一文 出せねぇぜ！！";"This time you win 9,900 Rupees!
I think you've pretty much cleaned
me out!";"Tu as décroché le jackpot :
9 900 rubis !
Maintenant, je suis sur la paille !";
"また いつでも挑戦しに来な！
待ってるぜ！";"Come back for a battle anytime!
You know where to find me.";"Reviens quand tu veux !
À bientôt !";
"サイレンを やるってか？
見上げた根性だ！

サイレンってのは おめぇさんが
今まで体験したサイレンを
オレっちの力で 再現するって寸法よ
けど ただやったって つまんねぇから
クリアするまでの 時間を計ってやる
いい記録なら ごほうびをやらぁ
ただし・・・ 
このサイレンは 守護者に1回でも
攻撃されたら 失敗だ
失敗して戻ってきたら
おめぇさんのハートは
かなり減っちまうぜ
どうだい それでもやるかい？
   • おうよ！   • やめとく";"You want to take a shot at a trial in the
Silent Realm? You got guts, boy!


These Silent Realm challenges are the
same as all the trials you've seen up
until now, and I'll be re-creating them
right here.
But just finishing the trial won't be
enough. I'll time how long it takes for
you to finish, and if you're fast enough,
I'll give you a reward.
However...if you get hit even once by a
Guardian, you'll fail the Silent Realm
challenge and return here with severely
diminished hearts.
So...are you up to the challenge?
   • Yes!   • Not really.";"Tu veux essayer un défi Psysalis ?
Je suis ravi de voir que tu ne te laisses
pas impressionner !

Tu vas revivre l'une des épreuves que
tu as déjà passées.


Mais je rajoute une petite difficulté :
le temps est chronométré.
Si tu fais un bon temps, tu recevras
une récompense.
Par contre...
Si tu te fais toucher une seule
fois par un gardien, tu auras perdu.

Si tu essuies un échec, tu reviendras
ici avec une jauge de vie
considérablement diminuée.

Alors, tu veux essayer ?
   • Oui !   • Non";
"・・・ おいおい おめぇさん
バテバテじゃねぇか

命あっての物種 って言うぜ
今日はやめときな

ハートが回復したら また来なよ";"Hey, hold on a second... You look like
you're about to keel over! Are you sure
you're really ready for this?

This isn't worth risking your life for.
How about you give it a rest for today?


Come back when you've replenished
those hearts.";"... Tu joues à quoi, là ?
Ça ne vaut pas la peine de risquer
ta vie pour ça.

Reviens me voir quand tu auras
repris des forces.";
"よぅし それでこそ勇者様だ！
それじゃあ どのサイレンにするよ？
   • フィローネの森   • オルディン火山   • ラネール砂漠   • やっぱりやめる";"That's what I wanted to hear, brave
warrior! Now choose a Silent Realm
trial.
   • Faron Woods!   • Eldin Volcano!   • Lanayru Desert!   • Never mind.";"Ça, c'est une réponse digne d'un vrai
héros !
Choisis le lieu du défi Psysalis.
   • Forêt de
Firone   • Volcan
d'Ordinn   • Désert de
Lanelle   • Quitter";
"よぅし それでこそ勇者様だ！
それじゃあ どのサイレンにするよ？
   • フィローネの森   • オルディン火山   • ラネール砂漠   • ほかのところ";"That's what I wanted to hear, brave
warrior! Now choose a Silent Realm
trial.
   • Faron Woods!   • Eldin Volcano!   • Lanayru Desert!   • Somewhere else.";"Ça, c'est une réponse digne d'un héros !
Choisis le lieu du défi Psysalis.
   • Forêt de
Firone   • Volcan
d'Ordinn   • Désert de
Lanelle   • Autre";
"ほかのところだってぇ？
こっちはどうだ？
   • スカイロフト   • 前のを見せて   • やっぱりやめる";"Somewhere else? Where to, then?
   • Skyloft!   • Previous places.   • I quit.";"Un autre lieu ? Où donc ?
   • Célesbourg   • Lieux
précédents   • Quitter";
"前のってぇのは
こっちのことか？
   • フィローネの森   • オルディン火山   • ラネール砂漠   • ほかのところ";"Make your mind up already!
Which place will it be?
   • Faron Woods.   • Eldin Volcano.   • Lanayru Desert.   • More places.";"Alors, décide‐toi !
Choisis le lieu du défi Psysalis !
   • Forêt de
Firone   • Volcan
d'Ordinn   • Désert de
Lanelle   • Autre";
"フンフン・・・ おめぇさんの
ここでの 最高記録は
[Number]分 [Number]秒 [Number] だな";"Right, let me see... Your best time for
this area is: [Number]:[Number]:[Number].";"Très bien... Ton meilleur temps pour
cette Psysalis est de [Number] min [Number] s [Number].";
"それじゃ おっぱじめるぜ！
目をつぶって 神経を集中させな！";"Then let's get this thing started!
Close your eyes and concentrate...";"Alors c'est parti !
Ferme les yeux et concentre‐toi !";
"いよぅ [Link]さん
すんなり全部 集めちまったな！
さすが勇者様だ！";"Well done, [Link]! You got
every last one of them. You're a
true warrior!";"[Link] !
Tu as collecté toutes les larmes !
Tu es un vrai guerrier !";
"おぅ お疲れさん
今回も無事 集め終わったみてぇだな
";"Way to go! Looks like you made it back
in one piece.";"Beau travail.
Tu es rentré sain et sauf.";
"てやんでぇ！ しくじりやがったな・・・


しくじっちまったから おめぇさんの
ハートは かなり減ってるはずだ・・・
一度 出直して来な";"Ohhhhh, you really fumbled that one,
my friend...


And failure comes with a price--you're
left with a single heart. Better go grab
some more and come back later.";"Ben alors ! Tu as tout raté !



Et ce n'est pas sans conséquence :
ta jauge de vie est faible. Reviens
quand tu auras repris des forces.";
"今回 クリアするのに かかった時間は
[Number]分 [Number]秒 [Number] だ";"The time it took to finish this trial
was [Number]:[Number]:[Number].";"Tu as mis [Number] min [Number] s [Number] pour terminer
ce défi.";
"おぉ おめぇさん ここのサイレンを
クリアするのは 初めてだな
それじゃ ご祝儀をはずんでやらぁ";"Looks like that was your first time in
a Silent Realm trial here! We have to
celebrate that with a reward.";"C'est la première fois que tu finis
ce défi Psysalis !
Voici une récompense.";
"おぉ 最高記録を 更新してるぜ！
これは お祝いしてやらねぇとな
ほら 持っていきな";"Well done. That's a new record!
I have just the right prize for you.
Go on. Take it.";"Bien joué. Tu enregistres
un nouveau record !
J'ai la récompense qu'il te faut.
Tiens, prends‐ça.";
"クーッ！
さすが [Link]さんだ
すげぇ タイムだな！
よしっ 大フンパツだ
これ 持っていきな！";"Amazing, [Link]!
That's a very fast time!
You deserve something special.
Here you go!";"Incroyable ! Beau travail,
[Link] ! Tu as été rapide.
Tu mérites une belle récompense.
Voilà pour toi.";
"おぉ なかなかのタイムじゃねぇか
それじゃあ コレ持っていきな";"Very impressive time! Here--this is
your prize!";"Tu as été très rapide !
Voilà ta récompense.";
"うーん 何だかピリッとしねぇなぁ・・・
まぁ がんばったみてぇだし コレやるよ";"Hmm... Nothing to get excited about...
But you did your best, so have this.";"Hmm, ça ne casse pas des briques...
Mais tu as fait de ton mieux.
Prends donc ceci.";
"おいおい・・・ いくら何でも
ちぃと ノンビリしすぎじゃねぇかい？

次はもちっと 気合入れろい！
こんなんじゃ コレしかやれねぇよ";"Come on, now. Are you even trying?



Next time, put some heart into it! You
know, some oomph! I'm sorry to say
this is all I can give you this time.";"Vraiment ?
Tu peux faire mieux quand même !


Mets‐y du cœur la prochaine fois !
Sinon tu n'auras que ça.";
"で どうよ [Link]さん
もう1回 サイレンやらねぇかい？
   • やる！   • やめとく";"So what do you say, [Link]?
One more Silent Realm trial?
   • Yes!   • No.";"Alors, [Link] ?
Tu veux relever un autre défi Psysalis ?
   • Oui !   • Non";
"なんでぇ つまんねぇな・・・
まぁいいや 気が変わったら
いつでも来な 待ってるぜ";"Boring! Well, if you change your mind,
come back and see me.";"Pff, t'es pas drôle. Reviens me voir si
tu changes d'avis.";
"なんでぇ [Link]さん
しばらくしたらって 言ったのに
待ちきれないってか？
よし！ それじゃあ
さっそく今から 始めちまうか！

といっても おめぇさんは
勇者様だ 気楽に
遊んでるヒマはねぇ
そこでだ おめぇさんが
今まで経験した 様々な困難を
おさらいしてみるってのは どうだ？
故きを温ねて 新しきを知る
温故知新 ってヤツよ
きっと 役に立つぜ
どうでぇ [Link]さん
やってみるか？
   • やる！   • うーん・・・";"Whoa, [Link], I told you to
wait a little while, but you just couldn't
resist, eh?

Well I guess there's no sense in waiting
any longer. Let's get this show started!


Of course, seeing as how you're the
hero of legend, you don't really have
time to just goof off here, right?

Right. So how about we make this bit
of fun more meaningful by taking you
back through some of those challenges
you've faced previously?
You know, sometimes you've got to step
backward to go forward. There's a
lot you can learn from revisiting
your past struggles! Oh ho, yes!
So, [Link], are you game?
   • Yeah!   • Not really...";"Qu'est‐ce qu'il y a, [Link] ?
Tu ne peux pas attendre ? Tu veux déjà
savoir ce que je t'ai préparé ?

Très bien, dans ce cas, commençons
tout de suite !


Mais un valeureux guerrier comme toi
n'a pas de temps à perdre avec des
futilités, n'est‐ce pas ?

C'est pourquoi je te propose de revivre
les épreuves et combats que tu as
rencontrés jusqu'à présent.

Le meilleur moyen d'apprendre est de
tirer les leçons du passé !


Alors, qu'en dis‐tu, [Link] ?
   • C'est parti !   • Non merci";
"ギラヒム";"Ghirahim";"Ghirahim";
"ベラ・ダーマ";"Scaldera";"Bela Darma";
"モルドガット";"Moldarach";"Moldgath";
"ダ・イルオーマ";"Koloktos";"Da Ihloma";
"ダイダゴス";"Tentalus";"Daidagos";
"封印されしもの";"The Imprisoned";"le Banni";
"封印されしもの";"The Imprisoned";"le Banni";
"封印されしもの";"The Imprisoned";"le Banni";
"大群との戦い";"Horde Battle";"la horde de démons";
"終焉の者";"Demise";"l'Avatar du Néant";
"20ルピー";"20 Rupees";"20 rubis";
"ちょっとしたお宝";"Small Treasure";"un petit trésor";
"100ルピー";"100 Rupees";"100 rubis";
"ハートのカケラ";"Piece of Heart";"un fragment de cœur";
"300ルピー";"300 Rupees";"300 rubis";
"珍しいお宝";"Rare Treasure";"un trésor rare";
"500ルピー";"500 Rupees";"500 rubis";
"べらぼぅに強い盾";"Absurdly Sturdy Shield";"un bouclier super résistant";
"2000ルピー";"2,000 Rupees";"2 000 rubis";
"珍しいお宝を3つ";"3 Rare Treasures";"trois trésors rares";
"3000ルピー";"3,000 Rupees";"3 000 rubis";
"9900ルピー";"9,900 Rupees";"9 900 rubis";
"200ルピー";"200 Rupees";"200 rubis";
"1000ルピー";"1,000 Rupees";"1 000 rubis";
"インパ！";"Impa!";"Impa !";
"ゼルダ様！ 早く その扉へ！！";"Your Grace! Quickly, to the gate!";"Dame Zelda ! Vite, la porte !";
"[Link]！";"[Link]!";"[Link] !";
"受け取って！
きっと あなたの役に立つはずよ！！";"[Link], here! You'll need
this where you're going.";"Prends ceci ! Elle te sera utile !";
"女神のハープを手に入れた！
けど今は それどころじゃない！！";"You got the Goddess's Harp! But now is
not the time to give it a close examination!";"Vous avez obtenu la lyre de la Déesse !
Mais ce n'est pas le moment de l'admirer...";
"お急ぎ下さい！";"Go! Now!";"Dépêchez‐vous !";
"・・・[Link] 
   • 早く行け   • 間に合った？   • ゼルダを頼む";"...[Link]. 
   • Go!   • Am I late?   • Protect Zelda!";"[Link]...
   • Va‐t'en, vite   • J'arrive
à temps ?   • Je te confie
Zelda";
"・・・助かった
ここは頼む";"You have my thanks. I will leave him
to you.";"Merci... Je compte sur toi.";
"・・・ああ
そうだな";"...No. You're right on time.";"Oui, on dirait bien.";
"わかった
・・・[Link]
礼を言う";"I will. You have my thanks,
[Link].";"Entendu, [Link]...
Je te remercie.";
"・・・[Link]！
封印の地にいた 老人に会うがいい！
訳を話せば 必ず道を示してくれよう！";"[Link]! You must go now.
Return to the old woman at the Sealed
Grounds. Tell her what happened here.
She will know where you must go!";"[Link] !
Il te faut rencontrer l'Ancienne au
temple du sceau. Elle te montrera
la voie.";
"そして必ず・・・";"And know that we will definitely--";"Nous nous reverrons...";
"必ず！
きっと また逢えるわ
[Link]！";"I'll definitely see you again!
This isn't good-bye, [Link]!";"Oui, [Link] !
Nous nous reverrons...";
"約束よ！";"I promise!";"Je le jure !";
"・・・やってくれたね 
[Link]君とやら・・・

ワタシとした事が ついつい
君への対処を 怠ってしまったよ・・・

泣かせて あげたいけれど
今は 一分一秒が惜しい
次の機会に回してあげる・・・
ただし！ 
今度は 全治百年じゃ 済まさない

永劫に続く 苦しみを あげる
生き地獄を 与えてあげるよ";"Now you've done it, [Link].



I blame myself. I should have
reprimanded you the last time we
met, but instead I was...soft.

I'd take pleasure in punishing you, but
I have no time for recreation.


But next time, I'll do more than just
beat you senseless.


I'll make the affair so excruciating
you'll deafen yourself with the shrill
sound of your own screams.";"Fort bien joué, [Link]...



J'avais presque oublié de m'occuper
de ton cas...


Hélas, je n'ai pas une seule seconde à
t'accorder...


Mais tu ne perds rien pour attendre...



Bientôt je te plongerai dans un
enfer de douleur, où tu brûleras vivant
pour l'éternité !";
"ネールの炎を受け 剣が成長した！
ファイが 新たな力に目覚め
ダウジングできるものの数が増えた！";"The flames of Nayru have transformed
your blade, expanding Fi's powers.
She can now help you use your dowsing
ability to search for more objects!";"En recevant la flamme de Nayru,
Fay s'est éveillée à de nouveaux
pouvoirs de détection !";
"マスターは新たな詩を
手に入れる力を 得られました
空の詩島へ戻ることを推奨します";"With your sword enhanced, you can
learn a new melody. I recommend we
return to the Isle of Songs.";"Maître, vous avez acquis la force
nécessaire pour apprendre un nouveau
chant. Je vous recommande de vous
rendre dans le ciel, sur l'île aux chants.";
"おぅ [Link]さん・・・
どうかしたかい？";"Oh, [Link]. Hello there.
Is there something you need?";"Oh, [Link]...
Qu'est‐ce qui t'amène ?";
"おお それだ それ！！
オレっちのために
持ってきてくれたのかい？";"Oh! OH! Is that what I think it is?
You brought that here for me,
didn't you?";"Oh, c'est bien cela ! Tu me l'as ramené !";
"おぉっと";"Whoa-ho... Down the hatch!";"Oh ho !";
"いぃー やぁっほぉっ！！";"ZINGA-DINGDING!";"Yaho !";
"おぉぅ！ 間に合ったぜ！
薬効が全身に染みてくる・・・
体に気力が みなぎっていくぜ！";"Oh, you've done it, boy. I can feel the
fruit's effect surging through me!
It's exhilarating! I feel like a proper
dragon again!";"Oh ! Je sens l'effet du fruit se propager
dans tout mon corps...
Quelle sensation ! J'ai enfin retrouvé
toute ma puissance d'antan !";
"万年の命を得た龍でも 病には敵わねぇ
[Link]さんの おかげで
生き長らえた 礼を言うぜ！
それじゃ おめぇさんの知りたがってる
勇者の詩の一節 唄ってやるぜ！

甦ったオレっちの美声・・・
耳かっぽじって よぉく 聞きやがれ！";"Just because I have eternal life doesn't
mean I can't get mighty sick!
Thanks to you, boy, this old dragon
will keep on charging awhile yet!
I owe you a big thank-you, so allow me
to perform a moving rendition of my
part of the Song of the Hero!

I should warn you, I've got a mean set
of pipes and I know how to use them!
This'll clean out those ears, boy,
so brace yourself!";"Même les dragons immortels sont
sensibles à la maladie... Grâce à toi,
[Link], je suis guéri !
Je t'en remercie.
Je vais donc t'interpréter la mélodie
du Chant du héros que tu désires
apprendre.

Écoute donc tonner la magnifique
voix que j'ai retrouvée !";
"勇者の詩の一節を手に入れた！";"You learned part of the Song of the Hero!";"Vous avez appris une mélodie du
Chant du héros !";
"封印の地";"Sealed Grounds";"Vallon du sceau";
"どうだ オレ様のマシーンの威力は！
すげーだろ？ ほれぼれするだろ？

じゃ 次のバクダンを仕込むからな
合図するまで 必死で戦えよ！";"Hah! She packs a mean punch, doesn't
she! I tell you, I was in love the first
time I pulled this lever!

I'll start loading her back up with
another bomb, so keep beating on big
ugly till I give you the signal!";"Alors, qu'est‐ce que tu dis de
la puissance de mon engin ?
Ça t'en bouche un coin, hein ?

Bon, je recharge la bête, alors tiens bon
jusqu'à mon prochain signal !";
"うおっ 外しちまったぜ！
奴に 当てないとさすがに 意味無いな！

じゃ 次のバクダンを仕込むからな
合図するまで 必死で戦えよ！";"Whoops, missed! All this muscle's not
worth much if I don't hit my target!


I'll start loading my machine back up
with another bomb, so keep clobbering
stanky toes till I give you the signal!";"Oups, raté ! Hmm, ça n'a vraiment
servi à rien...


Bon, je recharge la machine, alors
tiens bon jusqu'à mon prochain signal !";
"奴には当たったが
タイミングが 少し遅すぎだぜ！

じゃ 次のバクダンを仕込むからな
合図するまで 必死で戦えよ！";"We got it, but that shot hit kinda late!



I'll start loading 'er back up, so keep
beating on big ugly till I give you the
signal!
";"Je l'ai touché, mais on dirait que
c'était pas le bon moment ! Un peu
trop tard, peut‐être...

Bon, je recharge la bête, alors tiens bon
jusqu'à mon prochain signal !";
"よし マシーンに乗ったな！
奴の石柱めがけて 飛び込め！！";"Nice! You're locked and loaded!
We'll aim it to send you straight for
the spike on its head!";"Ça y est, tu es en place ? Allez, vise
bien le pilier de pierre sur son museau !";
"今度は おめえが乗るんだな！
手伝ってやるが どうなっても
知らねぇぞ！";"This time, you're the payload! Haha!
I'll give you a boost, but there's no
guaranteeing this is gonna work.";"Bon, cette fois, c'est toi qui sers
de boulet ! J'te préviens, je paye
pas les pots cassés...";
"やはり封印をやぶりよったか！


そやつのことは 後で説明する！


とにかく そやつを
その穴より外に出すな

神殿に近付かせてはならん！";"I knew it. The seal has given way.



I'll explain later, but now is the time
for action. We must keep that beast
from escaping that pit!

It must not reach the temple!";"Le sceau a été brisé !



Les explications attendront.



Pour le moment, il faut empêcher
ce monstre de s'échapper.


Il ne doit pas s'approcher du temple !";
"マスターに 報告";"Master, I have information to report.";"Maître, Fay au rapport.";
"扉は 最近開いた 跡があるようですが
今は なにか 強い力で
封印されているようです";"While these doors appear to have been
opened recently, they are now sealed
shut by a powerful unidentified force.";"Cette porte semble avoir été ouverte
récemment mais à présent, une
puissante énergie la maintient fermée.";
"あの襲われていた生物が
なにか知っているかもしれません
助けることを推奨します";"The creature we passed who was under
assault may have information.
I suggest we fight off his assailants.";"Cette créature qui se fait attaquer
sait peut‐être quelque chose. Je
vous suggère de l'aider.";
"マスター [Link]";"Master [Link], we've
arrived.";"Maître [Link].";
"これが古より スカイロフトで
伝説とされてきた 大地 です";"This is the fabled surface that has
long been part of Skyloft legend.";"Voici la terre dont parlent les légendes
de Célesbourg.";
"そして・・・
ここは 封印の地と 呼ばれてきた場所";"By my calculations, you are currently
positioned in a location known as
the Sealed Grounds.";"Cet endroit s'appelle le vallon du sceau.";
"それでは マスター
気をつけて お進みください";"Please proceed with caution, Master.";"Soyez prudent, Maître.";
"マスター
地上に着地される際は パラショールを
開かないと たいへん危険です
今は ファイが お手伝いいたしましたが
次回からは マスターが着地の瞬間に
[Button 1]を押して開いてください";"Master, please make sure to use your
Sailcloth when descending from high
elevations. Failing to do so has a high
probability of resulting in injury.
I took the liberty of deploying the
Sailcloth for you this time, but in the
future you can manually engage it by
pressing [Button 1] before landing.";"Maître, il est très dangereux d'atterrir
sans ouvrir votre parachâle.


Je vous ai aidé pour cette fois, mais
à l'avenir, veuillez appuyer sur [Button 1]
pour atterrir, Maître.";
"・・・子よ・・・


空より降りし 運命の子よ・・・";"...Young one...



Child of destiny descended from
the sky...";"Toi...



Toi, fils du destin, qui descends
du ciel...";
"たずさえし 女神の剣を
天空にかかげ・・・
悪しきオーラに向け 放つのだ・・・";"Raise the sword of the goddess
skyward... Take aim at the evil aura
and unleash its power...";"Lève l'épée divine vers le ciel...
Et libère son énergie pour frapper
l'aura maléfique...";
"マスターに報告


[Button 7]で 注目中の 対象について
ファイが持つ情報を
お知らせすることが 可能です
[Button 7]で対象に注目したまま
[Button 17]でファイをお呼びください";"Master, I have information for you.



I have the ability to offer information
on items and creatures you target
with [Button 7].

While targeting something with [Button 7],
press [Button 17] and I will brief you with all
the information I know on the subject.";"Maître, Fay au rapport.



Je peux vous apporter des informations
sur ce que vous ciblez avec [Button 7].


Appuyez sur [Button 17] lorsque vous ciblez
avec [Button 7] pour m'appeler.";
"・・・んで [Link]


おめえの話だと
この道の先にある神殿のバアさんが
ゼルダの行方を知ってるんだな？";"So lemme see if I've got this right.



The old lady living in the temple down
the road from here knows where
Zelda is?";"Alors, [Link]...



Tu dis que la vieille qui se trouve dans
le temple au bout de ce chemin sait où
est Zelda ?";
"・・・そうか
よし [Link]！
おめえ ここまで ご苦労だったな！
けど もういいぜ！


後は このバド様が
おめえに代わってゼルダを
捜しに行ってやる！";"I see... Right, [Link],
thanks for getting me here.
You've done a good job.
You can head on home.
Big Groose will handle the search for
Zelda from here.";"OK ! Merci de l'info ! Tu peux aller
jouer ailleurs, maintenant.


Le grand Hergo se charge d'aller
retrouver Zelda !";
"オレ様がゼルダを助けて
2人で一緒に島へ帰って
";"Yup. I'll track her down, save her, and
then give her a lift back to Skyloft...";"Je vais la sauver, et puis on rentrera
tous les deux au bercail...";
"プロポーズして ゼルダにOKもらって
末永く幸せに暮らしてやるから";"Then when we get back, I'll ask her if
she wants to make our whole going-out
thing official, and then the two of us
will get some quality time together.";"Et je la demanderai en mariage,
et elle dira oui, et puis on vivra
heureux pour toujours !";
"とにかく
おめえは もう心配すんな！";"Anyway, the point is your work here is
done. I got it covered from here!";"En gros, t'as plus besoin de t'occuper
de cette histoire !";
"じゃあ オレは
そのバアさんのところへ 行くぜ！！";"Now, it's off to find that old lady you
were talking about.";"Bon allez, je file chez la vieille.";
"達者でな～～～～
[Link]～～～～～～っ！！";"Catch you later, [Link]!";"Porte‐toi bien !
À pluuuuus !";
"[Link]！！
急いで中央の封印の石柱を
確かめに行け！
この大地のゆれは ただごとではない！
いつ あの魔物が 復活するかわからぬ
心して 近付くんじゃぞ！";"[Link], go quickly! Check
on the sealing spike at the bottom of
the pit.

There is nothing natural about these
tremors. That monster could free itself
at any moment. Approach the pit with
caution!";"[Link] ! Rends‐toi vite au
pilier du sceau au centre du vallon.


Il est fort inhabituel que la terre
tremble ainsi... Il faut aller s'assurer
que le démon n'est pas en train de
se réveiller.";
"[Link]！！
急いで中央にある封印の石柱を
確かめるのじゃ";"Go quickly, [Link]!
Check on the sealing spike at the center
of the pit.";"[Link] ! Va vite examiner le
pilier de pierre au fond du vallon !";
"いつ あの魔物が 復活するかわからぬ
心して 近付くんじゃぞ！";"There is nothing natural about these
tremors. That monster could free itself
at any moment. Approach the pit with
caution!";"Le démon pourrait se réveiller à tout
moment. Il faut en avoir le cœur net !";
"[Link]！
そなたが今すべきことは
あの魔物を封印することじゃ！
あの魔物の力は 以前より増しておる！
注意して近付くのじゃぞ！";"[Link], you must seal away
the beast as soon as possible!


It has grown stronger since you faced it
last. Do not let your guard down.";"[Link] ! Il faut que
tu ailles refermer le sceau qui
emprisonne le démon.

Son pouvoir s'est intensifié,
sois prudent.";
"封印の方法は
そなたも 知っておろう？

石柱のもとへ行き
スカイウォードをあびせるのじゃ！
そなたなら 出来るはずじゃ・・・";"You do remember how to seal the beast
away, yes?


Hit the sealing spike with a Skyward
Strike! Focus your mind. You have the
power to do this.";"Tu sais comment refermer le sceau,
n'est‐ce pas ?


Rends‐toi au pilier de pierre, et
frappe‐le de ton éclat céleste.
Je sais que tu en es capable.";
