Japanese;English;French;
"おいちゃん さっきウワサの黒い幽霊ってのを
見かけた気がするんだ";"I swear I just saw that black ghost
that they're all talkin' about...";"Tu sais, le fantôme noir dont tout le
monde parle... Eh bien, je viens juste
je l'apercevoir... Je t'assure !";
"おぅ いらっしゃい
その姿 ニイチャン勇者サマだろ?
ん…?
でもどこかで見たことあるような…";"Hey there.
You must be a hero, amirite?
I feel like I've seen you before...";"Salutations, l'ami. Tu es un héros,
n'est-ce pas ? J'ai l'impression de
t'avoir déjà vu quelque part...";
"まぁいいや おいちゃんは
さすらいの露天商
材料で困ったことがあれば 立ち寄ってくれや
いいモンそろえてるからさ　";"Anyway, I'm a wandering street
merchant. Stop by if you ever need
materials. I have a great collection.";"Mais passons... Je suis un vendeur
de rue. Arrête-toi à mon étal si tu as
besoin de quelque chose.
J'ai une large sélection d'articles de
tout premier choix.";
"おっ 近くで見ると
またオツな感じだな
その服で世の野郎どもを
しっかり応援してやってくれや
で いいブツは手に入ったのかい?";"You like cheerin' people on? That's
awesome. We could all use some nice
cheer.
Good stuff.
Speaking of good stuff, you got any?";"Mais comme tu es mignon dans cette
tenue ! Tu cherches à encourager tes
compagnons ? Héhé.
C'est bien vu, c'est bien vu ! Mais
parlons affaires... Tu as quelque chose
à me proposer ?";
"へへっ
そのうち 欲しくなるだろうよ";"All right then.
You'll want it soon enough.";"Aucun problème. Tu finiras bien par
en avoir besoin.";
"ここだけの話なんだが
ブツの入手もけっこう大変なんだ
ニイチャンも いいブツが入ったら
おいちゃんにまわしてくれないか?
もちろんタダとはいわねぇよ
ニイチャンにとっても 悪い話じゃないだろ?
へへっ　いいブツが入ったら
またこうやって話しかけてくれよ";"I'm gonna be honest with ya. Getting
ahold of goods is pretty tough.

So if you get your hands on something
good, do me a favour and bring it to
me, won't ya?
I'll give you good Rupees, it'll be a fair
deal. Let me know, all right?";"Pour te dire la vérité, c'est dur de se
constituer un stock de marchandises
potable par les temps qui courent.
Alors, si jamais tu trouves un truc dont
tu voudrais te débarrasser, passe me
voir, d'accord ?
Je t'en proposerai un excellent prix,
tu ne le regretteras pas. Promets-moi
d'y penser !";
"ソイツは[InsertMark] だ
おっ もう[Number of Number]持ってるみたいだな
さほど珍しいもんじゃないし 
 [Number of Rupee]でいいぜ! どうだい?";"That's [InsertMark].
Looks like you've got [Number] already.
It's a good one, but not that rare...
How does [Number of Rupee] sound?";"C'est [InsertMark].
On dirait que tu en as déjà [Number]... ?

C'est un bon article, mais pas si rare
que ça... Disons [Number of Rupee] ?";
"買います!";"I'll buy it!";"Je prends !";
"ことわる";"No thanks";"Je passe !";
"ソイツは[InsertMark] 珍しいブツだろ?
[Number of Number]持っているみたいだが まだ買うかい?
通常1万ルピーのところ 今なら[Number of Rupee]!
へへっ 格安だろ? 買ってくれるよな?";"That would be [InsertMark].
Pretty rare, right? You've got [Number],
but how about another?
Normally it's ten grand, but for you,
I'll take it down to [Number of Rupee].
It's a great chance, you gonna take it?";"Hmm, [InsertMark] ?
Excellent choix, excellent !

C'est plutôt rare, tu sais ? Bon, tu en
possèdes déjà [Number], mais on n'en a
jamais assez, héhé.
Normalement, ça coûte facile
10 000 rubis, mais je te fais un
prix d'ami... Disons [Number] ?";
"買います!";"I'll buy it!";"Ça me va !";
"ことわる";"No thanks";"Non, merci !";
"ソイツは[InsertMark]
入手困難の超レアもんだぜ!
なのにもう [Number of Number]持ってるとは 驚きだな!
大変だっただろう? でもあの苦労が
たった[Number of Rupee]で手に入るぜ! どうだい?";"Oooh, [InsertMark]!
It's extremely rare, you won't find it
easily!
And you've got [Number]! Impressive stuff.
Must've been tough, huh?

Of course, you could save yourself
the effort and pay [Number of Rupee],
instead! Whaddya say?";"Ce que tu vois là, mon bonhomme,
c'est [InsertMark]...

Très rare. On n'en trouve pas à
chaque coin de rue, crois-moi !

Oh, mais tu en as déjà [Number] !
Impressionnant ! Tu as dû te
démener pour dégoter ça !
Que dirais-tu d'étoffer ta collection
pour seulement [Number of Rupee] ?";
"買います!";"I'll buy it!";"Ça m'intéresse !";
"ことわる";"No thanks";"Non, merci...";
"おっ またソイツが目にとまったみたいだな?
それは[InsertMark]
知ってのとおり
ウチでしか手に入らない貴重なブツだぜ!
[Number of Number]持っているみたいだが
も1つどうだい? 値段はたったの[Number of Rupee]!";"I see [InsertMark]'s caught
your eye again, hasn't it? .
You know you can only get it here.
Looks like you already have [Number],
but how about another? 
Only [Number of Rupee]!";"Alors ça, mon ami, c'est
[InsertMark]...

Tu ne trouveras cette merveille qu'ici,
figure-toi ! Hmm, je vois que tu en as
déjà [Number]...
Mais que dirais-tu d'en acheter
encore ? D'autant que ça ne coûte
que [Number of Rupee] !";
"買います!";"I'll buy it!";"J'achète !";
"ことわる";"No thanks";"Sans façon...";
"まあいいさ そのうち売りたくなるだろうよ
おいちゃんはいつでも待ってるからよ ";"Fair enough. Let me know if you
change your mind. I'll be here waiting.";"Bon, très bien. Si tu changes d'avis,
je ne bouge pas d'ici.";
"[InsertMark]だったら いつでも買い取るぜ
手に入ったら また声かけてくれや";"I'd buy [InsertMark] off you
any day. Let me know when you get
some you wanna sell.";"Ah oui, [InsertMark],
ça m'intéresse ! Si tu en trouves,
je t'achète ça les yeux fermés !";
"へへっ
また　ごひいきに～";"Pleasure doing business with ya!";"C'est un plaisir de faire affaire avec
toi !";
"[InsertMark]かぁ…魔女のブツは
ブッソウすぎてウチでは扱ってねぇんだ";"Hmm...[InsertMark]?
Witch materials are bad news, it's my
policy not to buy or sell them.";"Oh, [InsertMark] ?!
C'est un truc de sorcière, ça !
Moi, j'y touche pas !";
"いらっしゃい! ねーちゃんベッピンさんだから
おいちゃん お安くしちゃおうっかな!";"Hey, welcome! I gotta say, that outfit
is making me feel extra cheerful.
Tell you what - have a discount!";"Mais quelle jolie petite fille que voilà !
Ça mérite bien un rabais !";
"なんだよ よく見たら
勇者のニイチャン じゃねーか…
ウワサにはきいてたが
それがチアリーダーな服かい?
へぇ～ けっこうイイじゃねぇか

そんな格好で応援された日には
野郎どもも 頑張らずにはいられねーだろうな";"Hang on, what am I saying, that's bad
business practice. But hey, is that the
Cheer Outfit I've been hearing about?
Sweet! People must be busting their
backsides for a chance to be cheered
on by those outfits.";"Ah non, attends... C'est la fameuse
tenue pom-pom, pas vrai ? J'en ai
entendu parler.
Plutôt sympa. Qui ne rêverait pas de
porter cette tenue pour se donner
du cœur à l'ouvrage ?";
"ソイツは[InsertMark]だ
今は 持っていないみたいだな
まぁ よくあるブツだし[Number of Rupee]でいいぜ
格安だよ? どうだい?";"Ah, [InsertMark].
You don't have any right now.

It's a pretty common material... I'll
let you have it for [Number of Rupee].
Sound good?";"Oui, oui, je vois... On serait intéressé
par [InsertMark] ?
Comme je te comprends !
Surtout que tu n'en possèdes pas
encore. Bon, c'est plutôt commun...
Je cède ça pour [Number of Rupee]. Ça te va ?";
"買います!";"I'll buy it!";"Vendu !";
"ことわる";"No thanks";"Non, merci...";
"ソイツは[InsertMark]
持っていないようだし 1つどうだい?
珍しいもんじゃないし
[Number of Rupee]でいいぜ";"That's [InsertMark].
Doesn't look like you've got any,
but I imagine you want one?
It's not all that rare or anything, so
I'll give it to you for [Number of Rupee].";"C'est [InsertMark]
d'une qualité à nulle autre pareille !
Tu n'en as pas encore, je me trompe ?
C'est un objet assez courant, donc
je t'en demanderai seulement
[Number of Rupee]. Qu'en dis-tu ?";
"買います!";"I'll buy it!";"Tope là !";
"ことわる";"No thanks";"Non, merci...";
"ソイツは[InsertMark]だ
まだ持ってないようだが そりゃそうだ
けっこうレアなシロモノだからな
格安の[Number of Rupee]でどうだ? へへっ";"That would be [InsertMark].
It doesn't look like you've got one,
and quite rightly so - it's pretty rare.
I'll sell it to you for the low, low price
of [Number of Rupee]. Whaddya say?";"Tout bon aventurier se doit d'avoir
[InsertMark] dans son
inventaire. C'est vital.
Oh, mais on dirait que tu n'en
possèdes pas... Pas étonnant,
vu la rareté de l'objet.
Cela dit, puisque c'est toi, je te fais
un tout petit prix... [Number of Rupee], héhé.
Intéressé ?";
"買います!";"I'll buy it!";"Carrément !";
"ことわる";"No thanks";"Pas vraiment, non...";
"ソイツは[InsertMark]だ
入手困難な超レアもんだぜ!
さすがにニイチャンでも持ってねぇみたいだな
さあ どうする? 今だけ特別[Number of Rupee]!";"Oooh, [InsertMark]!
It's extremely rare, you won't find it
easily!
Even you don't seem to have any.
So how about it? At the special price
of [Number of Rupee] - now only!";"Tu peux me croire, s'il te faut
[InsertMark],
tu devrais pas hésiter !
Une qualité pareille, ça ne se trouve
pas tous les jours. Et c'est pas cher,
en plus : [Number of Rupee] ! Alors ?";
"買います!";"I'll buy it!";"Je prends !";
"ことわる";"No thanks";"Sans moi...";
"おっ ソイツに目がとまるとは さすがだねぇ
それは[InsertMark]
ウチでしか扱ってない貴重なブツなんだぜ
しかもコレでしか作れない服もあるんだ
まだ持っていないみたいだし
買うなら今だよ! 今!
超お値打ち [Number of Rupee]だ
値は張るが それだけの価値はあるぜ";"Fancy [InsertMark]?
You've got a good eye. That's a rare
material that can only be found here.
Some outfits can't be made without it.
Now's the time to buy it, I'd say!

And with a massive discount, it's
just [Number of Rupee]! I promise you
it's worth every Rupee. ";"La première fois que j'ai vu
[InsertMark], je me rappelle
que j'avais le même regard que toi !
Ce matériau est indispensable à la
confection de certaines tenues. Et
tu n'as pas l'air d'en avoir...
C'est rare. Très rare. Rarissime ! Alors,
saute sur l'occasion ! [Number of Rupee], et ça
les vaut, crois-moi !";
"買います!";"I'll buy it!";"J'achète !";
"ことわる";"No thanks";"Non, merci...";
"おっと そいつは
いつの間に通信の常連客専用の棚なんだ
いつの間に通信をONにしてもらえたら
ニイチャンにも材料 ながしてやってもいいぜ";"Oh, that shelf's only for our regular
SpotPass customers.

If you switch SpotPass on, I'll let you
take a look too.";"Ah, cette offre est réservée à mes
clients SpotPass.

Si tu actives SpotPass, tu pourras en
profiter aussi.";
"いつの間に通信?";"SpotPass?";"SpotPass ?";
"へぇ～";"I see!";"Je vois !";
"いつの間に通信ってのはな

このゲームに関するお得情報を
いつの間にか送ってくれる通信のことだ
タイトル画面の設定でONできるんだ

よかったら ちょいっとONにしてもらえたら
おいちゃんも 嬉しいんだけどなぁ";"Okay, let me tell you about SpotPass.


SpotPass is a service that you can
enable to receive news updates with
special information about this game.
You can switch it on from the Settings,
which you can access from the title
screen. Take a look. Make me happy.";"Oui, oui. SpotPass.


Grâce à cette fonction, tu peux
recevoir des mises à jour contenant
des informations spéciales sur ce jeu.
Tu peux l'activer dans les paramètres
accessibles depuis l'écran titre si tu
veux. C'est toi qui vois !";
"ニイチャンにも 常連さんになってもらえたら
おいちゃん 嬉しいんだけどなぁ";"It would make my day if you became
a regular customer too!";"N'hésite pas ! Je serais ravi d'avoir un
nouveau client régulier !";
"おっ ニイチャン
[InsertMark]がほしいのかい?";"Hey there.
You want [InsertMark]?";"Bonjour ! Oui, mon petit monsieur,
c'est [InsertMark]...
et de premier choix ! Alors, intéressé ?";
"ソイツがあれば[InsertMark]が
作れるようになるみたいだな";"Looks like you'll be able to make
the [InsertMark] if you get that.";"Avec ça tu pourrais créer l'ensemble
qu'on appelle « [InsertMark] ».";
"…で
今日のお目当ては何だい?";"So...
What are ya looking for today?";"Alors... Qu'est-ce qui te ferait plaisir
aujourd'hui ?";
"でも ソイツは明日には無くなっちまうぜ
さあニイチャン! [Number of Rupee]でどうだい?";"You won't find that here tomorrow!
Just [Number of Rupee], and it's yours!
Well?";"Saisis ta chance, demain il n'y en aura
plus ! Je te vends ça pour [Number of Rupee].
Ça t'intéresse ?";
"買います!";"I'll buy it!";"Marché conclu !";
"ことわる";"No thanks";"Non, merci...";
"上等なブツじゃないか
ヘヘッ ありがとよ
それで他にも何か
売ってくれるのかい?";"That's a fine item - nice one.
Anything else you wanna sell me?";"Très bel article, en effet, héhé. Tu
souhaites me vendre autre chose ?";
"ソイツさえあれば 服が作れるってのに…
ニイチャンも頑張るねぇ";"Even though you'd be able to make
that outfit? You like doing things the
hard way, I guess.";"Alors que c'est tout ce qui te manque
pour confectionner une tenue... C'est
bien dommage.";
"へへっ まいど
ニイチャン 今日はラッキーだったな";"Thanks!
Today was your lucky day.";"Merci ! C'est ton jour de chance
aujourd'hui, aucun doute. Et le
mien aussi, héhéhé...";
"おいおい こんなチャンスはもうないぜ
早いとこルピー集めてくるんだな";"You aren't gonna get a chance like this
again! Go get some Rupees, quick!";"Tu ne trouveras peut-être plus jamais
une occasion pareille ! Va chercher
des rubis, puis reviens me voir ! Vite !";
"おいおい ソイツは大事なブツじゃないのか?
そんなのおいちゃん買い取れねぇよ…";"Hey, isn't that an important material?
Can't buy it, won't buy it. Sorry. We'd
both get in trouble if I did.";"Hé, c'est un matériau important ! Non,
je ne peux pas t'acheter ça. Ça nous
attirerait des ennuis à tous les deux.";
"ソイツは[InsertMark]だが…
ニイチャンもう手持ちがいっぱいみたいだな
そんなにソイツはいらねーだろ
勇者様ってのも 意外と欲張りなんだな";"The [InsertMark]? Um.
You can't possibly need that many,
can ya? You're overloaded as it is...";"Comment ? Tu veux acheter
[InsertMark] ?

Mais tu en as déjà des tonnes !
C'est un peu excessif, non ?";
"正体不明のブツは
さすがにお断りだぜ";"If you don't know what that is, then
I'm definitely not gonna buy it.";"Comment veux-tu que je revende
un truc si je ne sais même pas ce
que c'est ?";
"って その姿…
魔女討伐隊の制服でしょ?";"I know that outfit. You're one of them
witch-hunting guys, aren't ya?";"Je connais cette tenue. T'es un
de ces p'tits gars qui chassent
la sorcière, pas vrai ?";
"じゃあ もう魔境にも?";"So you been to the Drablands, too?";"Alors t'as déjà été dans les contrées
maudites, j'parie ?";
"　　　  　スーパー シビレるね!";"
                       NICE!";"
                   DINGUE !";
"オレっちのミーバース写真館へようこそ
今日もファニーにいこうぜ?";"Welcome to my Miiverse Gallery.
Pretty swaggy, dontcha think?";"Bienvenue dans la galerie Miiverse.
Plutôt classieux, hein ?";
"アルバム編集";"Edit album";"Modifier l'album";
"投稿";"Post";"Publier un message";
"コミュニティ";"Community";"Voir la communauté";
"用はない";"Never mind";"J'ai besoin de rien !";
"ただ ちょっとファニーでオールドだから
1コース1枚しか保存できないんだけど
写真の整理やミーバースへアクセスしたい時は
オレっちが ちょちょいとアレンジするからさ";"It's a tad old-fashioned, so you can
only save one photo per level.

If you want to organise your pictures
or go to Miiverse, just gimme a shout.";"L'appareil est pas tout neuf, alors on
peut sauvegarder qu'une photo par
niveau.
Si tu veux mettre de l'ordre dans tes
photos ou accéder à Miiverse, tu
m'fais signe, ça roule ?";
"勇者クンにも消したい過去があるんだな…
どの写真を消しちゃう?";"Ah, a memory you want to erase?
I feel ya, pal.
Which photo do you wanna get rid of?";"Ah, un mauvais souvenir à effacer,
peut-être ? De quelle photo veux-tu
te débarrasser, dis-moi ?";
"ホントにこの写真 消しちゃう?";"You absolutely sure about this?";"T'as bien réfléchi, au moins ?";
"いいえ";"Maybe not";"On garde !";
"はい";"Delete";"On efface !";
"勇者クンにも消したい過去があるんだな…
どの写真を消しちゃう?";"Ah, a memory you want to erase?
I feel ya, pal.
Which photo do you wanna get rid of?";"Ah, un mauvais souvenir à effacer,
peut-être ? Je sais c'que c'est. Alors,
de quelle photo on se débarrasse ?";
"削除中です";"
                     Deleting...";"
                   Effacement...";
"まだやっちゃう?";"Anything else?";"Quoi d'autre ?";
"アルバム編集";"Edit album";"Modifier l'album";
"投稿";"Post";"Publier un message";
"コミュニティ";"Community";"Voir la communauté";
"用はない";"Never mind";"J'ai besoin de rien !";
"シーユー ファニー";"Swaggadelic, man! Yeah!";"Reviens m'voir quand tu veux,
mon gars !";
"ゲームを一時的に中断しちゃうことに
なるけどいいかな?";"This will temporarily stop your game.
You OK with that?";"Ta partie va être interrompue un p'tit
instant. Ça te va ?";
"はい";"Yup";"D'accord !";
"いいえ";"No!";"Non !";
"手描き投稿だったら
ファニーなハンコも使えちゃうよ!";"You can use stamps for hand-drawn
posts. They're pretty rad.";"Tu peux utiliser les tampons dans les
messages que tu écris avec tes p'tites
mimines. Ça déchire, non ?";
"せっかくだから
勇者クンの写真も投稿しちゃう?";"Since you're here, wanna post one of
your pics?";"Puisque t'es là, tu veux pas aussi
publier une photo ?";
"写真つき";"Include a photo";"Si, bonne idée !";
"写真なし";"Don't include photo";"Non, pas de photo...";
"やめる";"Cancel";"Annuler";
"どの写真にしとく?";"Which photo will it be?";"Ça marche. Laquelle on prend ?";
"ホントにこの写真を投稿しちゃう?";"You sure about this?";"Cette photo, sûr ?";
"いいえ";"Actually...";"Pas vraiment...";
"はい";"Yes!";"Ouaip !";
"投稿する写真を選んでね";"Choose a photo to post!";"Choisis la photo à publier !";
"ハンコもじゃんじゃん使っちゃってよ
服のハンコは服を作ると使えるようになるよ!";"Go crazy with the stamps!
You'll get more stamps when you
get more outfits made.";"Les tampons, c'est le dernier truc à
la mode ! T'en reçois quand tu te fais
faire de nouvelles tenues !";
"まずは想い出づくりからだね

魔境で
想い出は自分で作るもんなのさ
服を作ったら その服のハンコも
使えるようになるからさ またヨロシクね!";"You gotta start by making some
memories.

Press  in the Drablands.
Capture precious moments with your
own hands, pal.
Oh, and remember, when you make
outfits, you'll get the corresponding
stamps too!";"Faut commencer par prendre des
photos. C'est la base.

Appuie sur  dans les contrées
maudites pour immortaliser tes
exploits.
Oh, et quand tu te fais faire
une nouvelle tenue, tu reçois le
tampon correspondant. Penses-y !";
"オレっちのファニーでクールな
ミーバース写真館へようこそ";"Welcome to my super cool
Miiverse Gallery.";"Bienvenue dans ma galerie Miiverse
top super classe.";
"その姿…";"You look...";"T'as l'air carrément...";
"　　　　　 　　シビレルね!";"
                TOP-NOTCH!";"
　　　　　　... AU POIL !";
"ウワサは聞いてるよ
魔境で活躍してるんだって?";"I'm hearing stories about you.
Stories about you kicking all kinds of
tail over in the Drablands.";"Les gens parlent de toi, tu sais ?
On dit que t'es un bon p'tit héros qui
parcourt les contrées maudites...";
"魔境ってファニーなんでしょ?

魔境の写真 ミーバースにアップしてくれたら
みんな超くいついちゃうよ";"Are the Drablands really as drab as
they say they are?

Post some pics to Miiverse, pal.
The people will go wild!";"Dis, entre nous, les contrées maudites
sont vraiment aussi maudites qu'on le
prétend ?
Publie des photos sur Miiverse, mon
gars. Les gens raffolent de ce genre
de témoignages !";
"えっ? カメラ持ってない?
イイよイイよ じゃあオレっちの使ってよ";"What's that? You don't have a
camera? That's fine, you can use
mine!";"Hein ? T'as pas d'appareil photo ?
Pas de souci, va, utilise le mien !";
"では 改めてっと…";"So, let's try that again shall we?";"Bien, trêve de blabla...";
"何だか 超ご活躍なんだって?";"You're the man of the hour, pal!";"On parle que d'toi en ville en
c'moment, mon gars !";
"　　　超スーパーシビレルね!";"
                GOOD STUFF!";"
        TROP DE LA BALLE !";
"ウワサの勇者クンが
ミーバースに遊びに来てくれたら
みんな超盛り上がっちゃうよ!
…それでは 改めてっと";"Ooh, the folks at Miiverse would go
mental if the hero of the hour paid
a visit!
Anyway, let's get started.";"Ouah, tes fans sur Miiverse vont être
tout fous quand ils apprendront que
leur héros favori y a fait un tour.
Mais bon, pour ça, faut d'abord se
mettre au boulot.";
"　　　 インターネットに接続中です…";"
        Connecting to the Internet...";"
　　　　Connexion à Internet...";
"　  ミーバースの使用が 保護者の方により
              制限されているようです";"       The use of Miiverse has been
      restricted by Parental Controls.";" L'utilisation de Miiverse est restreinte
　　　　par le contrôle parental.";
"    ミーバースへの投稿が　保護者の方により
              制限されているようです";"       Posting to Miiverse has been
     restricted by Parental Controls.";"　　La publication de messages sur
 　　Miiverse est restreinte par le
　　　　　contrôle parental.";
"じゃあ コミュニティに飛ぶよ～
エンジョイ ミーバース!";"Right, time to jump to Community
then! Have fun on Miiverse!";"Bien, direction la communauté !
Amuse-toi bien sur Miiverse !";
"…フム
問題ないで ありマス!
中に入り オールバック卿の
指示に従うで ありマス!";"Everything is in order!
Please proceed inside and see
the commander for orders!";"Bon, tout me semble en ordre !
Adresse-toi au général Gomina à
l'intérieur et suis ses instructions !";
"ここは おひとりさま専用ロビー
まねビトと共に魔境へ出発できるで ありマス!";"This lobby is for solitary players.
You can depart for the Drablands
accompanied by doppels!";"Ce hall est réservé aux héros solitaires.


De là, tu peux partir pour les contrées
maudites accompagné par des pantins.";
"勇者候補殿で ありマスね? ";"You're hoping to be a hero, I assume?";"Un nouveau candidat en quête de
gloire, je présume ?";
"ここは通信専用ロビー
他の勇者殿と共に魔境に出発できるで ありマス";"This lobby is for wireless play.
You can depart for the Drablands
accompanied by other heroes!";"Ce hall est dédié aux expéditions via
la communication sans fil.

De là, tu peux partir pour les contrées
maudites en compagnie d'autres
héros.";
"この先はカールキング王の部屋で ありマス!";"King Tuft's chambers lie
beyond this point!";"Ces escaliers mènent à la salle
du trône !";
"この先は 地下闘技場で ありマス!
勇者殿達が技を競い合う場で ありマス!";"The underground coliseum lies beyond
this point! There, prospective heroes
can battle one another!";"Par là, on accède à l'arène !
C'est un lieu où les héros peuvent
s'affronter !";
"ここは闘技場専用ロビーで ありマス!
通信で対戦相手を探せるで ありマス!";"This lobby is for the coliseum!
You can search for opponents through
wireless communication!";"Tu te trouves dans le hall de l'arène !


Tu pourras y chercher des
adversaires par le biais de
la communication sans fil !";
"オッと! 
どこに行かれるで ありマスか?";"Ten-hut!
And where might you be going?";"Halte-là ! Où penses-tu aller comme
ça ?";
"自分は今 大事なお役目中で ありマス
街の入口を守ることが自分のお役目でありマス!";"I am on an assignment of the
utmost importance! That assignment is
to guard the town gates!";"J'ai été affecté à un poste d'une
importance capitale ! C'est moi
qui garde les portes de la ville !";
"この街から出たいで ありマスか?";"Do you want to leave the town?";"Tu veux quitter la ville, peut-être ?";
"はい";"I do want to leave";"Oui !";
"いいえ";"It's okay, I'll stay";"Pas pour le moment.";
"街を守ることが 自分のお役目で ありマス!
不審者はアリ一匹通さないで ありマス!
… …
… …
アリは不審者ではなかったで ありマス!";"My assignment is to guard the town
gates from suspicious elements!
Not even an ant can slip through!
...
...
...
Okay, this particular ant can come in.
I have identified it as non-suspicious!";"Ma mission est de veiller à ce
qu'aucun individu suspect ne
franchisse les portes de la ville !
Même une fourmi ne pourrait
échapper à ma vigilance !

...


Tiens, tu vois cette fourmi, là ?
Elle m'a l'air inoffensive...
Elle peut passer !";
"ゲームをやめることになるで ありマスが
本当に良いで ありマスか?";"Doing so will quit the game!
Are you sure you want to leave?";"Si tu franchis ces portes, tu quitteras
la partie ! Alors, tu es sûr de toi ?";
"いいえ";"I'll stay";"Non, je reste ici.";
"はい";"I'd like to leave";"Oui, je m'en vais.";
"おお勇者殿!!
良いところにで ありマス!!";"Oh, Mr Hero, Sir!
It is good to see you!";"Oh, sieur héros ! C'est un plaisir !";
"おお勇者殿 このご婦人が幽霊が出たと
騒ぐので来てみたで ありマスが…";"Mr Hero, this good woman has been
making a ruckus about a ghost she saw
so I came to investigate, but...";"Tu sais, il y a une dame, fort
sympathique au demeurant...

... qui nous fait tout un foin au sujet
d'un fantôme qu'elle aurait aperçu.
Je suis venu enquêter, mais voilà...";
"幽霊よりも…

ご婦人の歯についている
青ノリが自分はすごく気になるで ありマス!";"Well... I don't know about ghosts...


...but the good woman has some
spinach stuck between her teeth, and
it's really setting me on edge!";"Enfin... Les fantômes, moi, j'en ai
jamais vu...

Et entre nous, ce qui m'a surtout
embêté dans cette histoire...

... c'est le bout de persil que la dame
avait coincé entre les dents.";
"待つで ありマス!";"Please wait!";"Halte-là !";
"討伐隊に入るには
トーテム勇者である条件
「髪型」「モミアゲ」「耳の形」を
満たしている者だけで ありマス!";"The Witch-Hunting Brigade is not open
to just anyone! You have to meet the
requirements!
You can only sign up if you match the
hairstyle, sideburn and ear-pointiness
criteria for being a Totem Hero!";"Il faut respecter certains critères pour
ne serait-ce qu'espérer y être admis !

Seules les personnes arborant une
coupe de cheveux adéquate, des
rouflaquettes aux normes...
... et des oreilles pointues
réglementaires peuvent aspirer
à devenir des héros totem !";
"自分は今 大事なお役目中 でありマス
城門を守ることが自分のお役目で ありマス!
トーテム勇者の特徴を持つ者は
通してよいと命をうけているで ありマス!";"I am on an assignment of the
utmost importance! That assignment is
to guard the castle gates!
My orders are to only let through
those who fulfil the criteria for being
a Totem Hero.";"J'ai été affecté à un poste d'une
importance capitale ! C'est moi
qui garde les portes du château !
J'ai pour ordre de ne laisser passer
que ceux qui répondent aux critères
des héros totem.";
"キミは気にせず
入ってヨシで ありマス!";"You may pass!";"Fais pas attention à lui.
Allez, tu peux entrer !";
"じ 自分は今 大事なお役目中で ありマして…
お話とは何で ありマしょうか?";"I-I-I am on an assignment of the
utmost importance... Um. Did you
want to talk to me about something?";"J'ai... J'ai été affecté à un poste d'une
importance capitale, vous savez !
Alors, hem... Il vaut mieux...
Enfin, que vouliez-vous me dire ?";
"じ 自分のお役目は
城門を守ること でありマして…
こ 個人的な依頼は
こ 困るで ありマス!!";"M-my assignment is to guard the
castle gates...

I c-cannot comply with personal
requests!";"J'ai... J'ai pour ordre de garder les
portes de la ville...

Je... Je ne peux pas me permettre
d'accepter des requêtes personnelles.";
"…
…";"... I don't know what you're talking about...";"...";
"ウワサには聞いているで ありマス!";"Yes ma'am, I have heard rumours!";"Oui, ma... madame ! J'ai entendu
parler de cette histoire !";
"じ 実は…お役目が終わったら
彼女と幽霊探しデートの予定で ありマして!
幽霊がでたら一緒にを押そうねと
いうことになっているで ありマス!!";"Uh, well... I was already planning to
go on a ghost-hunting date with my
girlfriend after I finish work, ma'am!
The plan is to press  together if
the ghost comes out! That way we can
take a photo, and show everyone!";"Bien, en... en fait... justement...
j'ai rendez-vous avec ma copine
après le travail...
On a prévu d'aller chasser le fantôme.
Dès qu'on le voit, on est censés
appuyer ensemble sur  !
Enfin, c'est ça, le plan...";
"す 素晴らしいトーテムで ありマシた!

じ 自分は今 モーレツに感動し
涙がとまらないで ありマス!
し しかし今は大切なお役目中
涙はこのオシャレ帽で隠すで ありマス!!";"T-t-that totem was awesome!


I... I was violently moved!
I cannot stop the tears!

B-but since I'm on duty right now...
I will hide the tears under my stylish
guardsman's hat!!!";"Ce... Ce totem était magnifique !
Quel choc ça a été pour moi !
J'en suis encore tout retourné...
Mais... je suis en service, alors je vais
tenter de dissimuler mes larmes sous
mon casque top... top tendance !";
"                    セーブ中です…
              電源を切らないでください";"                      Saving...
         Do not turn the power off.";"                Sauvegarde...
        N'éteignez pas la console.";
"               セーブが終了しました";"
              Saved successfully.";"
               Partie sauvegardée.";
"オシャレ界の頂点
シスター レディとは私のこと
今は私のプライベートタイム
アポなしでの取材はお断りだわヨ";"I am Lady Maud! I stand at the top of
the fashion world, looking down at you
hideously dressed imbeciles.
You shouldn't have bothered coming
to see me without an appointment.";"Agenouillez-vous devant Lady Satyne,
la reine de l'élégance !

Vous espérez obtenir une audience
sans avoir pris rendez-vous ?
Pathétique.";
"女性の部屋に ノックもなしとは…";"KNOCK before entering a lady's room,
will you?";"On FRAPPE avant d'entrer dans la
chambre d'une lady, bande de
malappris !";
"  　 　　　  しつこいだわヨ!!";"
             Shut up already!";"
     Misérables insectes !";
" アンタ達…";"Will you pests...";"Vous, là...";
"おや あのお姫様のお友達かい?
わざわざお礼を言いに来るなんて
よほど私のプレゼントが
気に入ったようだわネ";"Are you friends of the princess?


Have you come all this way to
personally thank me for the gift?";"Est-ce la princesse qui vous envoie ?


Êtes-vous venus me transmettre ses
remerciements pour le cadeau que
je lui ai fait ?";
"　　    脱がせろ…ですって?!";"
                 Take it off?!";"
          Retirer la tenue ?!";
"　　　　　　　　　 ぬっ…";"
                      Hmph!";"
                     Grrrr...";
"さっきから 呪い 呪いって…";"What is this curse nonsense you're
blathering on about?";"Un sortilège, un sortilège...
Vous m'agacez avec cette histoire !";
