Japanese;English;French;
"ムッ！　フシギな[Tag Ruby  val={03000900E381A1E3818BE38289} ]力が あふれるポイントを
[Tag Ruby  val={03000300E381BF} ]見つけた！ しらべてみよう！[KeyWait]";"Oh! There's some strange energy coming
from here! You should take a closer look![KeyWait]";"Oh ! Mais qu'avez-vous donc trouvé ? Vous
sentez une puissante énergie en émaner !
Vous feriez mieux de regarder de plus près.[KeyWait]";
"マリン";"Marin";"Marine";
"タリン";"Tarin";"Tarkin";
"マダムニャンニャン";"Madam MeowMeow";"Mme Miaou Miaou";
"キャンキャン";"ChowChow";"Kaïkaï";
"キャンキャン";"CiaoCiao";"Kaïkaï";
"ヤッホーばあさん";"Grandma Yahoo";"Mamie Youpi";
"うるりらじいさん";"Old Man Ulrira";"Pépé le Ramollo";
"道具屋";"Shopkeeper";"Marchand";
"ゲーム屋";"Trendy Gamester";"Gérant de la salle de jeu";
"つりぼりの店主";"Fisherman";"Pêcheur";
"パパール";"Papahl";"Papounet";
"ママーシャ";"Mamasha";"Mamounette";
"タムタム";"Joonya";"Tamtam";
"トムトム";"Kidoh";"Tomtom";
"ケンケン";"Suhni";"Kenken";
"テンテン";"Lattie";"Tenten";
"フクロウ";"Owl";"Hibou";
"セール";"Sale";"Alligo";
"いたずらタヌキ";"Raccoon";"Raton laveur espiègle";
"大妖精";"Great Fairy";"Grande fée";
"魔法おばば";"Witch";"Sorcière";
"Dr.ライト";"Mr. Write";"Dr Wright";
"トレーシー";"Tracy";"Monique";
"小悪魔";"Li'l Devil";"Diablotin";
"リチャード";"Richard";"Richard";
"サルキッキ";"Kiki the Monkey";"Kiki le singe";
"モン";"Gar";"Gar";
"バン";"Dion";"Dien";
"妖精の女王";"Fairy Queen";"Reine des fées";
"クマのコック";"Chef Bear";"Ours cuisinier";
"クリスティーヌ";"Christine";"Christine";
"シュール・ドナピッチ";"Schule Donavitch";"Sven Donavitch";
"モデルのカバ";"Hippo Model";"Hippopotame modèle";
"うさぎ";"Rabbit";"Lapin";
"セイウチ";"Walrus";"Morse";
"マンボためごろう";"Manbo";"Manbo";
"オバケ";"Ghost";"Fantôme";
"人魚";"Mermaid";"Sirène";
"イカダ屋";"Raft Shop Owner";"Loueur de radeaux";
"マムー";"Mamu";"Wart";
"ゾーラ";"Zora";"Zora";
"ゴーリア";"Goriya";"Goriya";
"ニワトリ小屋のおじさん";"Henhouse Keeper";"Éleveur de poules";
"かぜのさかな";"Wind Fish";"Poisson-Rêve";
"ダンペイさん";"Dampé";"Igor";
"？？？";"???";"???";
"うるりらじいさん";"Old Man Ulrira";"Pépé le Ramollo";
"？？？";"???";"???";
"デグテール";"Moldorm";"Gigantehl";
"ツボ魔王";"Genie";"Génie";
"デグゾル";"Slime Eye";"Gigazol";
"ド・ポーン";"Hardhit Beetle";"Chromapion";
"アングラー";"Angler Fish";"Baudroie";
"フッカー";"Slime Eel";"Emmurène";
"マットフェイス";"Facade";"Face de dalles";
"アルバトス";"Evil Eagle";"Vulturos";
"デグフレム";"Hot Head";"Coloflamme";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]ハロー！ うるりらじいさんじゃ！
[Tag Ruby  val={03000600E38197E381BE} ]島のことなら わしに おまかせ！[KeyWait]
[Tag Ruby  val={03000600E381BEE38288} ]迷ったら わたしに [Tag Ruby  val={06000900E381A7E38293E3828F} ]電話してください。
どぞ よろしく[KeyWait]";"[Se]"BRRING! BRRING! Hello! It's me, Ulrira![KeyWait][Tag PageBreak  ][Se]"Ask me anything about the island!
If you get lost, give me a call![KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil...
Je sais tout de cette île ![KeyWait][Tag PageBreak  ]Si tu te perds, passe-moi un coup de fil ![KeyWait]";
"ちなみに [Tag Ruby  val={03000600E38280E38289} ]村には [Tag Color  val={0095EFFF} ][Tag Ruby  val={09000F00E381A8E38197E38287E3818BE38293} ]図書館[Tag Color  val={EDEDEDFF} ]がある……[KeyWait][Tag PageBreak  ]どうしていいか わからん[Tag Ruby  val={03000600E381A8E3818D} ]時は
そこで いろいろ [Tag Ruby  val={03000600E38197E38289} ]調べてみるとよかろう[KeyWait]
では…… うるりらー ガチャ[Se][KeyWait]";""You know, there is a [Tag Color  val={0095EFFF} ]library [Tag Color  val={EDEDEDFF} ]in the village
that might have some good information
for you.[KeyWait]
"Talk to you later! CLICK!"[Se][KeyWait]";"À propos, il y a une [Tag Color  val={0095EFFF} ]bibliothèque[Tag Color  val={EDEDEDFF} ] dans
le village.[KeyWait][Tag PageBreak  ]Peut-être apportera-t-elle une réponse
à tes questions ? Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]ハロー！ うるりらじいさんじゃ。
[Tag Ruby  val={03000600E38280E38289} ]村には [Tag Color  val={0095EFFF} ][Tag Ruby  val={09000F00E381A8E38197E38287E3818BE38293} ]図書館[Tag Color  val={EDEDEDFF} ]がある……[KeyWait]
どうしていいか わからん[Tag Ruby  val={03000600E381A8E3818D} ]時は
そこで いろいろ[Tag Ruby  val={03000600E38197E38289} ]調べなさい[KeyWait]
では…… うるりらー ガチャ[Se][KeyWait]";"[Se]"BRRING! BRRING! Ulrira speaking![KeyWait][Tag PageBreak  ][Se]"You know, there is a [Tag Color  val={0095EFFF} ]library [Tag Color  val={EDEDEDFF} ]in the village
that might have some good information
for you.[KeyWait]
"Talk to you later! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil... Il y a une
[Tag Color  val={0095EFFF} ]bibliothèque[Tag Color  val={EDEDEDFF} ] dans le village.[KeyWait][Tag PageBreak  ]Peut-être apportera-t-elle une réponse
à tes questions ? Salut ! CLIC ![Se][KeyWait]";
"ふむ [Tag Color  val={D9456DFF} ]モリブリン[Tag Color  val={EDEDEDFF} ]のほとんどが
[Tag Ruby  val={03000600E38282E3828A} ]森に [Tag Ruby  val={03000300E38199} ]住んでいるんじゃが[KeyWait]
たまに [Tag Color  val={0095EFFF} ]タルタル[Tag Ruby  val={06000900E38193E38186E381A1} ]高地のどうくつ[Tag Color  val={EDEDEDFF} ]にもおる。
……なにかの [Tag Ruby  val={03000600E38284E3818F} ]役に[Tag Ruby  val={03000300E3819F} ]立つかな？[KeyWait]
うるりらーーー ガチャッ[Se][KeyWait]";""Well, most [Tag Color  val={D9456DFF} ]moblins [Tag Color  val={EDEDEDFF} ]live in the Mysterious
Forest. But some live in the [Tag Color  val={0095EFFF} ]caves of
Tal Tal Heights[Tag Color  val={EDEDEDFF} ]...[KeyWait][Tag PageBreak  ]"I hope that is what you wanted to know!
CLICK!"[Se][KeyWait]";"Tu sais, même si la plupart des [Tag Color  val={D9456DFF} ]Moblins[Tag Color  val={EDEDEDFF} ]
vivent dans la forêt, on en trouve aussi
dans une [Tag Color  val={0095EFFF} ]grotte du plateau Tartare[Tag Color  val={EDEDEDFF} ].[KeyWait]
... Je ne sais pas si cette information te sera
utile. Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]ハロー！ うるりらじいさんじゃ！[KeyWait][Tag PageBreak  ]ふむ [Tag Color  val={D9456DFF} ]モリブリン[Tag Color  val={EDEDEDFF} ]のほとんどが
[Tag Ruby  val={03000600E38282E3828A} ]森に [Tag Ruby  val={03000300E38199} ]住んでいるんじゃが[KeyWait]
たまに [Tag Color  val={0095EFFF} ]タルタル[Tag Ruby  val={06000900E38193E38186E381A1} ]高地のどうくつ[Tag Color  val={EDEDEDFF} ]にもおる
……なにかの [Tag Ruby  val={03000600E38284E3818F} ]役に[Tag Ruby  val={03000300E3819F} ]立つかな？[KeyWait]
うるりらーーー ガチャッ[Se][KeyWait]";"[Se]"BRRING! BRRING! Hello, this is Ulrira! [KeyWait][Tag PageBreak  ][Se]"Well, most [Tag Color  val={D9456DFF} ]moblins[Tag Color  val={EDEDEDFF} ] live in the Mysterious
Forest, but some live in the [Tag Color  val={0095EFFF} ]caves of
Tal Tal Heights[Tag Color  val={EDEDEDFF} ].[KeyWait][Tag PageBreak  ]"I hope that is what you wanted to know!
CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil ![KeyWait][Tag PageBreak  ]Même si la plupart des [Tag Color  val={D9456DFF} ]Moblins[Tag Color  val={EDEDEDFF} ] vivent dans
la forêt, on en trouve aussi dans une [Tag Color  val={0095EFFF} ]grotte
du plateau Tartare[Tag Color  val={EDEDEDFF} ].[KeyWait]
... Je ne sais pas si cette information te sera
utile. Salut ! CLIC ![Se][KeyWait]";
"[Tag Color  val={0095EFFF} ]ゴポンガの[Tag Ruby  val={03000600E381ACE381BE} ]沼[Tag Color  val={EDEDEDFF} ]に さいとる[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E381AFE381AA} ]花[Tag Color  val={EDEDEDFF} ]……
これが [Tag Color  val={D9456DFF} ]ワンワンの[Tag Ruby  val={09001200E381A0E38184E38193E38186E381B6E381A4} ]大好物[Tag Color  val={EDEDEDFF} ]という[Tag Ruby  val={03000900E381AFE381AAE38197} ]話じゃ[KeyWait]
[Tag Ruby  val={06000900E38195E38293E381BD} ]散歩するなら [Tag Ruby  val={03000300E38288} ]寄ってみちゃあ
どうだい？ うるりらー ガチャ[Se][KeyWait]";""The indigestible [Tag Color  val={D9456DFF} ]flowers [Tag Color  val={EDEDEDFF} ]of [Tag Color  val={0095EFFF} ]Goponga
Swamp[Tag Color  val={EDEDEDFF} ]... Those flowers are [Tag Color  val={D9456DFF} ]BowWow's
favorite[Tag Color  val={EDEDEDFF} ].[KeyWait][Tag PageBreak  ]"Why don't you take him for a walk there?
CLICK!"[Se][KeyWait]";"Savais-tu que les [Tag Color  val={D9456DFF} ]fleurs[Tag Color  val={EDEDEDFF} ] du [Tag Color  val={0095EFFF} ]marais des
Anémones[Tag Color  val={EDEDEDFF} ] sont un des [Tag Color  val={D9456DFF} ]mets préférés de
Toutou[Tag Color  val={EDEDEDFF} ] ? C'est ce qu'on dit...[KeyWait]
Si tu sors le promener, tu devrais aller y faire
un tour. Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]ハロー！ うるりらじいさんじゃ！[KeyWait][Tag PageBreak  ][Tag Color  val={0095EFFF} ]ゴポンガの[Tag Ruby  val={03000600E381ACE381BE} ]沼[Tag Color  val={EDEDEDFF} ]に さいとる[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E381AFE381AA} ]花[Tag Color  val={EDEDEDFF} ]……
これが [Tag Color  val={D9456DFF} ]ワンワンの[Tag Ruby  val={09001200E381A0E38184E38193E38186E381B6E381A4} ]大好物[Tag Color  val={EDEDEDFF} ]と いう[Tag Ruby  val={03000900E381AFE381AAE38197} ]話じゃ[KeyWait]
[Tag Ruby  val={06000900E38195E38293E381BD} ]散歩するなら [Tag Ruby  val={03000300E38288} ]寄ってみちゃあ
どうだい？ うるりらー ガチャ[Se][KeyWait]";"[Se]"BRRING! BRRING! Yes, this is Ulrira.[KeyWait][Tag PageBreak  ][Se]"The indigestible [Tag Color  val={D9456DFF} ]flowers [Tag Color  val={EDEDEDFF} ]of [Tag Color  val={0095EFFF} ]Goponga
Swamp[Tag Color  val={EDEDEDFF} ]... Those flowers are [Tag Color  val={D9456DFF} ]BowWow's
favorite[Tag Color  val={EDEDEDFF} ].[KeyWait][Tag PageBreak  ]"Why don't you take him for a walk there?
CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil ![KeyWait][Tag PageBreak  ]Les [Tag Color  val={D9456DFF} ]fleurs[Tag Color  val={EDEDEDFF} ] du [Tag Color  val={0095EFFF} ]marais des Anémones[Tag Color  val={EDEDEDFF} ] sont
un des [Tag Color  val={D9456DFF} ]mets préférés de Toutou[Tag Color  val={EDEDEDFF} ]. C'est ce
qu'on dit...[KeyWait]
Si tu sors le promener, tu devrais aller y faire
un tour. Salut ! CLIC ![Se][KeyWait]";
"それはそうと
ワンワンを [Tag Ruby  val={03000600E3818BE38188} ]返してやってはどうかのう？[KeyWait]
マダムニャンニャンも [Tag Ruby  val={03000900E38288E3828DE38193} ]喜ぶよ。
うるりらー  ガチャッ！[Se][KeyWait]";""Say, you should take BowWow home now.
Madam MeowMeow would appreciate it!
Bye! CLICK!"[Se][KeyWait]";"À propos, tu devrais ramener Toutou
à Mme Miaou Miaou.[KeyWait][Tag PageBreak  ]Elle sera folle de joie. Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]うるりらじゃ。
ワンワンを [Tag Ruby  val={03000600E3818BE38188} ]返してやってはどうかのう？[KeyWait]
マダムニャンニャンも [Tag Ruby  val={03000900E38288E3828DE38193} ]喜ぶよ。
うるりらー  ガチャッ！[Se][KeyWait]";"[Se]"BRRING! BRRING! Ulrira at your service![KeyWait][Tag PageBreak  ][Se]"Oh? You should take BowWow home now.
Madam MeowMeow would appreciate it!
Bye! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil. Tu devrais
ramener Toutou à Mme Miaou Miaou.[KeyWait][Tag PageBreak  ]Elle sera folle de joie. Salut ! CLIC ![Se][KeyWait]";
"[Tag Ruby  val={03000600E38280E38289} ]村の[Tag Ruby  val={06000C00E381AAE38293E381A8E38186} ]南東 [Tag Color  val={0095EFFF} ]アナボコ[Tag Ruby  val={03000900E381B0E3819FE38191} ]畑[Tag Color  val={EDEDEDFF} ]に
[Tag Color  val={D9456DFF} ]リチャード[Tag Color  val={EDEDEDFF} ] という[Tag Ruby  val={03000900E3818AE381A8E38193} ]男がおる……[KeyWait]
いちど [Tag Ruby  val={03000300E38182} ]会ってみては どうかね？
では うるりらー ガチャッ！[Se][KeyWait]";""There's a man named [Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ] who lives in
[Tag Color  val={0095EFFF} ]Pothole Field[Tag Color  val={EDEDEDFF} ], southeast of the village.[KeyWait][Tag PageBreak  ]"Why not pay him a visit? That's all I can tell
you for now! Bye! CLICK!"[Se][KeyWait]";"À propos, au sud-est du village, en bordure
du [Tag Color  val={0095EFFF} ]champ des pièges[Tag Color  val={EDEDEDFF} ], vit un homme appelé
[Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ]...[KeyWait]
Je te conseille d'aller le voir. Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]わしじゃ うるりらじいさんじゃ！
この[Tag Ruby  val={03000600E38197E381BE} ]島のみんなには [Tag Ruby  val={03000300E38182} ]会ったか？[KeyWait]
[Tag Ruby  val={03000600E38280E38289} ]村の[Tag Ruby  val={06000C00E381AAE38293E381A8E38186} ]南東 [Tag Color  val={0095EFFF} ]アナボコ[Tag Ruby  val={03000900E381B0E3819FE38191} ]畑[Tag Color  val={EDEDEDFF} ]に
[Tag Color  val={D9456DFF} ]リチャード[Tag Color  val={EDEDEDFF} ] という[Tag Ruby  val={03000900E3818AE381A8E38193} ]男がおる……[KeyWait]
いちど [Tag Ruby  val={03000300E38182} ]会ってみては どうかね？
では うるりらー ガチャッ！[Se][KeyWait]";"[Se]"BRRING! BRRING! Hi, it's Ulrira![KeyWait][Tag PageBreak  ][Se]"...Have you met everyone on the island?
There's a man named [Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ] who lives in
[Tag Color  val={0095EFFF} ]Pothole Field[Tag Color  val={EDEDEDFF} ], southeast of the village.[KeyWait][Tag PageBreak  ]"Why not pay him a visit? That's all I can tell
you for now! Bye! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil ! As-tu rencontré
tous les gens de cette île ?[KeyWait][Tag PageBreak  ]Au sud-est du village, en bordure du [Tag Color  val={0095EFFF} ]champ
des pièges[Tag Color  val={EDEDEDFF} ], vit un homme appelé [Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ]...[KeyWait][Tag PageBreak  ]Je te conseille d'aller le voir. Salut ! CLIC ![Se][KeyWait]";
"ところで [Tag Color  val={D9456DFF} ]バナナ[Tag Color  val={EDEDEDFF} ]は いらんかのう？[KeyWait][Tag PageBreak  ]もういちど [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E38280E38289} ]村の[Tag Ruby  val={03000600E381B2E381A8} ]人[Tag Color  val={EDEDEDFF} ]と [Tag Ruby  val={03000600E381AFE381AA} ]話してみると
いいじゃろう……[KeyWait]
うるりらー ガチャ！[Se][KeyWait]";""Do you need [Tag Color  val={D9456DFF} ]bananas[Tag Color  val={EDEDEDFF} ]? Try talking to
people in the [Tag Color  val={D9456DFF} ]village [Tag Color  val={EDEDEDFF} ]again! Bye! CLICK!"[Se][KeyWait]";"Dis-moi, tu veux des [Tag Color  val={D9456DFF} ]bananes[Tag Color  val={EDEDEDFF} ] ? Alors parle
de nouveau aux [Tag Color  val={D9456DFF} ]gens du village[Tag Color  val={EDEDEDFF} ]...[KeyWait][Tag PageBreak  ]Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]わしじゃ うるりらじいさんじゃっ！
ところで [Tag Color  val={D9456DFF} ]バナナ[Tag Color  val={EDEDEDFF} ]は いらんかのう？[KeyWait]
もういちど [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E38280E38289} ]村の[Tag Ruby  val={03000600E381B2E381A8} ]人[Tag Color  val={EDEDEDFF} ]と [Tag Ruby  val={03000600E381AFE381AA} ]話してみると
いいじゃろう……[KeyWait]
うるりらー ガチャ！[Se][KeyWait]";"[Se]"BRRING! BRRING! Old man Ulrira here![KeyWait][Tag PageBreak  ][Se]"Do you need [Tag Color  val={D9456DFF} ]bananas[Tag Color  val={EDEDEDFF} ]? Try talking to people
in the [Tag Color  val={D9456DFF} ]village [Tag Color  val={EDEDEDFF} ]again! Bye! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]Pépé le Ramollo à l'appareil ! Dis-moi,
tu veux des [Tag Color  val={D9456DFF} ]bananes[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]Alors parle de nouveau aux [Tag Color  val={D9456DFF} ]gens du village[Tag Color  val={EDEDEDFF} ]...[KeyWait]
Salut ! CLIC ![Se][KeyWait]";
"フム [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]が ５[Tag Ruby  val={03000600E381BEE38184} ]枚そろわんとな……？
……[Tag Color  val={D9456DFF} ]カラス[Tag Color  val={EDEDEDFF} ] お[Tag Ruby  val={03000600E38197E3828D} ]城の[Tag Color  val={D9456DFF} ]カラス[Tag Color  val={EDEDEDFF} ]があやしいのう[KeyWait]
[Tag Ruby  val={03000600E38199E38193} ]少し おどかしてみては どうかな？
うるりらーー  ガチャッ[Se][KeyWait]";""You haven't found the five [Tag Color  val={D9456DFF} ]Golden Leaves[Tag Color  val={EDEDEDFF} ]?
Go scare that [Tag Color  val={D9456DFF} ]crow [Tag Color  val={EDEDEDFF} ]by the castle and see
if that helps![KeyWait][Tag PageBreak  ]"Bye! CLICK!"[Se][KeyWait]";"Au fait, tu n'as pas encore trouvé les cinq
[Tag Color  val={D9456DFF} ]feuilles[Tag Color  val={EDEDEDFF} ] ? Je ne sais pas trop pourquoi, mais...
le [Tag Color  val={D9456DFF} ]corbeau [Tag Color  val={EDEDEDFF} ]du château me semble suspect.[KeyWait]
Et si tu essayais de lui faire peur ?
Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]うるりらじゃ。
フム [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]が ５[Tag Ruby  val={03000600E381BEE38184} ]枚そろわんとな……？[KeyWait]
よく わからんが ……[Tag Color  val={D9456DFF} ]カラス[Tag Color  val={EDEDEDFF} ]……
お[Tag Ruby  val={03000600E38197E3828D} ]城の[Tag Color  val={D9456DFF} ]カラス[Tag Color  val={EDEDEDFF} ]が あやしいのう[KeyWait]
[Tag Ruby  val={03000600E38199E38193} ]少し おどかしてみては どうかな？
うるりらーー  ガチャッ[Se][KeyWait]";"[Se]"BRRING! BRRING! Ya, it's Ulrira![KeyWait][Tag PageBreak  ][Se]"You haven't found the five [Tag Color  val={D9456DFF} ]Golden Leaves[Tag Color  val={EDEDEDFF} ]?
Go scare that [Tag Color  val={D9456DFF} ]crow [Tag Color  val={EDEDEDFF} ]by the castle and see
if that helps![KeyWait][Tag PageBreak  ]"Bye! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]C'est moi ! Pépé ! Tu n'as pas encore trouvé
les cinq [Tag Color  val={D9456DFF} ]feuilles[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]Je ne sais pas trop pourquoi, mais...
le [Tag Color  val={D9456DFF} ]corbeau [Tag Color  val={EDEDEDFF} ]du château me semble suspect.[KeyWait][Tag PageBreak  ]Et si tu essayais de lui faire peur ?
Salut ! CLIC ![Se][KeyWait]";
"フムフム
[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]が ５[Tag Ruby  val={03000600E381BEE38184} ]枚そろわんとな……？[KeyWait]
そうじゃのう…… [Tag Color  val={D9456DFF} ]あやしいところ[Tag Color  val={EDEDEDFF} ]に
[Tag Color  val={D9456DFF} ]バクダン[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E3818A} ]置いてみてはどうじゃ[KeyWait]
[Tag Ruby  val={03000600E38284E3818F} ]役に[Tag Ruby  val={03000300E3819F} ]立ったかな？
うるりらー ガチャッ[Se][KeyWait]";""You haven't found the five [Tag Color  val={D9456DFF} ]Golden Leaves[Tag Color  val={EDEDEDFF} ]?
Try [Tag Color  val={D9456DFF} ]bombing suspicious places[Tag Color  val={EDEDEDFF} ]. [KeyWait][Tag PageBreak  ]"Hope that helps. Bye! CLICK!"[Se][KeyWait]";"Au fait, tu n'as pas encore trouvé les cinq
[Tag Color  val={D9456DFF} ]feuilles[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]Hmm... Et si tu essayais d'utiliser tes
[Tag Color  val={D9456DFF} ]bombes[Tag Color  val={EDEDEDFF} ] dans des [Tag Color  val={D9456DFF} ]endroits suspects[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]J'espère que ça t'aidera. Salut ! CLIC ![Se][KeyWait]";
"[Se]チャッ ジーコ ジーコ ジーコ
…… プルルル プルル ガチャ[KeyWait]
[Se]うるりらじゃ。 
フム [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]が ５[Tag Ruby  val={03000600E381BEE38184} ]枚そろわんとな……？[KeyWait]
そうじゃのう…… [Tag Color  val={D9456DFF} ]あやしいところ[Tag Color  val={EDEDEDFF} ]に
[Tag Color  val={D9456DFF} ]バクダン[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E3818A} ]置いてみてはどうじゃ[KeyWait]
[Tag Ruby  val={03000600E38284E3818F} ]役に[Tag Ruby  val={03000300E3819F} ]立ったかな？
うるりらー ガチャッ[Se][KeyWait]";"[Se]"BRRING! BRRING! Ya, it's Ulrira![KeyWait][Tag PageBreak  ][Se]"You haven't found the five [Tag Color  val={D9456DFF} ]Golden Leaves[Tag Color  val={EDEDEDFF} ]?
Try [Tag Color  val={D9456DFF} ]bombing suspicious places[Tag Color  val={EDEDEDFF} ]. [KeyWait][Tag PageBreak  ]"Hope that helps. Bye! CLICK!"[Se][KeyWait]";"[Se]CLIC ! CR-TCHIII, CR-TCHIII, CR-TCHIII...
BUUUUUU, BUUUUUUU... CLIC ![KeyWait][Tag PageBreak  ][Se]C'est moi ! Pépé ! Tu n'as pas encore trouvé
les cinq [Tag Color  val={D9456DFF} ]feuilles[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]Hmm... Et si tu essayais d'utiliser tes
[Tag Color  val={D9456DFF} ]bombes[Tag Color  val={EDEDEDFF} ] dans des [Tag Color  val={D9456DFF} ]endroits suspects[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]J'espère que ça t'aidera. Salut ! CLIC ![Se][KeyWait]";
"フム [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]が ５[Tag Ruby  val={03000600E381BEE38184} ]枚そろわんとな……？[KeyWait][Tag PageBreak  ]うーむ…… [Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E38184E381A1E381B0E38293} ]一番 おくにいる[Tag Ruby  val={06000900E381B8E38184E38197} ]兵士[Tag Color  val={EDEDEDFF} ]が
[Tag Ruby  val={03000300E38282} ]持っておるのかも しれんのう[KeyWait]
うるりらー ガチャッ！[Se][KeyWait]";""You haven't found the five [Tag Color  val={D9456DFF} ]Golden Leaves[Tag Color  val={EDEDEDFF} ]?[KeyWait][Tag PageBreak  ]"Well, someone stole 'em to begin with...
I bet the [Tag Color  val={D9456DFF} ]boss trooper in the castle [Tag Color  val={EDEDEDFF} ]still
has one. Bye! CLICK!"[Se][KeyWait]";"Au fait, tu n'as pas encore trouvé les cinq
[Tag Color  val={D9456DFF} ]feuilles[Tag Color  val={EDEDEDFF} ] ?[KeyWait][Tag PageBreak  ]Hmm... Peut-être que le [Tag Color  val={D9456DFF} ]soldat caché dans
la salle la plus reculée du château [Tag Color  val={EDEDEDFF} ]en a une
sur lui.[KeyWait][Tag PageBreak  ]Salut ! CLIC ![Se][KeyWait]";
