Japanese;English;French;
"[Tag Color  val={0001} ]オビー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　タウラ[Tag Ruby  val={0002000430683046} ]島
[Tag Ruby  val={0004000630573085307F} ]趣味　コスプレ
リト[Tag Ruby  val={00020004305E304F} ]族にあこがれるあまり
コスプレをしてバードマンコンテストを
[Tag Ruby  val={00040008304B304430553044} ]開催している[Tag Ruby  val={00040006304D3068304F} ]奇特な[Tag Ruby  val={0004000A304D3087304630603044} ]兄弟（[Tag Ruby  val={000200043042306B} ]兄）[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Obli[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Windfall Island
Hobby: Dressing up

Obli has such an unhealthy obsession with
the Ritos that he's begun dressing as a Rito
and running the famed Bird-Man Contest.
 
He's the older of the laudable brothers
who host the contest.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Orvy[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : Mercantîle
Hobby : le dépassement de soi

Orvy est un admirateur du peuple Piaf.
Il est l'un des deux frères méritoires (l'aîné)
qui ont mis en place le concours d'envol.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ウィリー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　タウラ[Tag Ruby  val={0002000430683046} ]島
[Tag Ruby  val={0004000630573085307F} ]趣味　コスプレ
タウラ[Tag Ruby  val={0006000E3068304630573085306330573093} ]島出身の[Tag Ruby  val={0004000830783044307C3093} ]平凡な[Tag Ruby  val={00040006305330463075} ]工夫だったが
[Tag Ruby  val={00020004305D3089} ]空にあこがれるあまり、いつしかリト[Tag Ruby  val={00020004305E304F} ]族の
[Tag Ruby  val={00040008304B306330533046} ]格好をするようになった[Tag Ruby  val={00040006304D3068304F} ]奇特な[Tag Ruby  val={0004000A304D3087304630603044} ]兄弟（[Tag Ruby  val={00020008304A306830463068} ]弟）[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Willi[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Windfall Island
Hobby: Dressing up

Willi used to be a very average carpenter
on Windfall. He so longed to soar the skies
that he began dressing as a Rito. He's the
younger of a laudable pair of siblings.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Willy[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : Mercantîle
Hobby : le dépassement de soi

Willy était autrefois terrassier sur
Mercantîle, mais sa passion pour les airs lui
a fait connaître le peuple Piaf qu'il admire
tant aujourd'hui. Il est le cadet d'Orvy.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]クバリ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={00020006308A30853046} ]竜の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={0004000C30573087304F304E30873046} ]職業　[Tag Ruby  val={000400043057308F} ]仕分け
[Tag Ruby  val={00040006304A30843053} ]親子[Tag Ruby  val={000400083055309330603044} ]三代[Tag Ruby  val={0002000430643065} ]続くポストマンの[Tag Ruby  val={00040006304B30513044} ]家系である
[Tag Ruby  val={000200063046308F3055} ]噂によると、[Tag Ruby  val={00040006305B3093305E} ]先祖もそうだったらしい・・・[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Koboli[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Dragon Roost Island
Occupation: Mail sorter

Koboli is the third generation in a family
of postmen, but rumor has it that an
ancestor of his in an age gone by was also
a postman...[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Kalif[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île du Dragon
Profession : chargé de tri

Dans la famille de Kalif, on est postier
depuis trois générations. Et même quatre,
à en croire certaines rumeurs...[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]パシリ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={00020006308A30853046} ]竜の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={00040008305B3044304B304F} ]性格　[Tag Ruby  val={00040008304A309330533046} ]温厚
なぜか、いつも[Tag Ruby  val={000200063044305D304C} ]忙しくしている・・・[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Pashli[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Dragon Roost Island
Personality: Gentle

For reasons unknown, Pashli's always busy.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Paraf[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île du Dragon
Caractère : aimable

Paraf est toujours extrêmement pressé,
et personne ne comprend jamais pourquoi.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]バイト[Tag Ruby  val={00020004304F3093} ]君[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　？？？
[Tag Ruby  val={00040008305B3044304B304F} ]性格　マジメ
とにかくマジメに、[Tag Ruby  val={00040006305730543068} ]仕事をこなす
[Tag Ruby  val={0006000C306F306F304A3084304A3082} ]母親思いで　たまにつらくなると
ホームシックにかかる
[PlayerName]さんが[Tag Ruby  val={0004000A3082304F307230873046} ]目標ッス[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Baito[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Unknown
Personality: Earnest

Baito is very earnest when it comes to
mastering a job. He often misses his
mother and gets homesick, which can be
quite hard on him.
He wants to be like [PlayerName].[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Le commis de la poste[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de :  ? ? ?
Caractère : sérieux

Le commis s'applique toujours à
bien faire son travail. De temps à autre,
il pense à sa mère et il a le mal du pays.
[PlayerName] est son idole.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ヴァルー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={00020006308A30853046} ]竜の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={00020004305D3089} ]空の[Tag Ruby  val={00040008305B3044308C3044} ]精霊
[Tag Ruby  val={000200063080304B3057} ]昔から　[Tag Ruby  val={00020006308A30853046} ]竜の[Tag Ruby  val={000200043057307E} ]島に[Tag Ruby  val={000200023059} ]住み　リト[Tag Ruby  val={00020004305E304F} ]族を[Tag Ruby  val={00020004307E3082} ]守っている
ヴァルーのしゃべるハイリア[Tag Ruby  val={000200023054} ]語は
クセがあり、お[Tag Ruby  val={000200023064} ]付きのメドリしかわからない[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Valoo[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Dragon Roost Island
Sky Spirit

Valoo has lived on Dragon Roost Island and
protected the Ritos since long, long ago.
He has a habit of speaking only Hylian,
which only his attendant, Medli, grasps.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Valoo[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île du Dragon
Esprit du ciel

Valoo vit depuis toujours sur l'île
du Dragon où il protège le peuple Piaf. 
Il parle la langue d'Hyrule que seule
sa servante Médolie semble comprendre.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]フーチンとライチン[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={00020006308A30853046} ]竜の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={00020004304B305C} ]風を[Tag Ruby  val={00020006304230843064} ]操る　[Tag Ruby  val={0006000E304D308730463060304430573093} ]兄弟神
[PlayerName]に[Tag Ruby  val={00020004304B305C} ]風の[Tag Ruby  val={000200043046305F} ]唄と[Tag Ruby  val={00040006306F30843066} ]疾風の[Tag Ruby  val={000200043046305F} ]唄
それぞれを[Tag Ruby  val={00020004304A3057} ]教えてくれた
ノリの[Tag Ruby  val={00020004304B308B} ]軽い[Tag Ruby  val={00040008304B307F3055307E} ]神様たち[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Zephos & Cyclos[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Dragon Roost Island
Sibling deities who control the wind

Zephos and Cyclos are two lighthearted
deities who teach [PlayerName] the Wind's
Requiem and the Ballad of Gales.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Zephos et Cyclos
[Tag Color  val={FFFF} ][Tag Color  val={0000} ]Originaires de : l'île du Dragon
Dieux du vent

Zephos et Cyclos sont des Dieux 
complaisants qui ont accepté d'enseigner
à [PlayerName] la Mélodie du Vent et le
Requiem de la Tornade.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ラルト[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　ゾーラの[Tag Ruby  val={0002000430553068} ]里

その[Tag Ruby  val={000200063080304B3057} ]昔、[Tag Ruby  val={00040006306030443061} ]大地の[Tag Ruby  val={000400083057309330673093} ]神殿で
マスターソードに[Tag Ruby  val={00040006305F3044307E} ]退魔の[Tag Ruby  val={000200063061304B3089} ]力を[Tag Ruby  val={0002000430843069} ]宿すため
[Tag Ruby  val={00020004304B307F} ]神への[Tag Ruby  val={000200043044306E} ]祈りを[Tag Ruby  val={0002000430553055} ]捧げていた　ゾーラ[Tag Ruby  val={00020004305E304F} ]族の[Tag Ruby  val={000400083051309330583083} ]賢者[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Laruto[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: Zora's Domain


Long, long ago, the Zora sage, Laruto,
offered up her prayers in the Earth Temple
so that the Master Sword would continue to
house the power to repel evil.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Laruto[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire du village des Zora


Sage du peuple Zora qui pria autrefois
les Dieux dans le temple de la terre pour
que l'épée de légende ait le pouvoir de
repousser les forces maléfiques.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]マコレ[Tag Color  val={FFFF} ][Tag Color  val={0000} ] 
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={00040008305B3044304B304F} ]性格　お[Tag Ruby  val={0006000C30613087304630573082306E} ]調子者
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島でおこなわれる　コログ[Tag Ruby  val={00020004305E304F} ]族たちの
[Tag Ruby  val={00040006304E3057304D} ]儀式に[Tag Ruby  val={000200043064304B} ]使われる[Tag Ruby  val={00040008304A3093304C304F} ]音楽の[Tag Ruby  val={0004000830483093305D3046} ]演奏を[Tag Ruby  val={00040008305F309330683046} ]担当

マコレが[Tag Ruby  val={000200023082} ]持つとチェロにみえるが
ほんとは、バイオリン・・・[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Makar[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
Personality: Frivolous

Makar is in charge of the musical
performance at the ceremony held each
year by the Koroks in the Forest Haven.

The instrument he uses appears to be a
cello, but it is actually a violin...[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Dumoria[Tag Color  val={FFFF} ][Tag Color  val={0000} ] 
Originaire de : l'île aux Forêts
Caractère : optimiste

Dumoria est chargé de jouer de la musique,
lors de la cérémonie annuelle que
les Korogu organisent sur l'île aux Forêts.

L'instrument dont il joue ressemble à
un violoncelle entre ses mains, mais
il s'agit en réalité d'un violon.[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]セルチ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={00020004306B3057} ]西へ１つ　[Tag Ruby  val={00020004304D305F} ]北へ３つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Olivio[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Olivio flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He's responsible for the forest on an
island one square west and three squares
north of the Forest Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Celtis[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux Forêts
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Celtis est
1 à l'ouest et 3 au nord de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]アルダ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={000200063072304C3057} ]東へ１つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Aldo[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Aldo flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He's responsible for the forest on an
island one square east of the Forest Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Aulnus[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Aulnus est
1 à l'est de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]オーク[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={00020004306B3057} ]西へ４つ　[Tag Ruby  val={00020004304D305F} ]北へ５つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Oakin[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Oakin flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He is responsible for the forest on an
island four squares west and five squares
north of the Forest Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Fagus[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Fagus est
4 à l'ouest et 5 au nord de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ウォルナ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={00020004306B3057} ]西へ１つ　[Tag Ruby  val={00020004304D305F} ]北へ１つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Drona[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Drona flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He is responsible for the forest on an
island one square west and one square
north of the Forest Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Juglans[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Juglans est
1 à l'ouest et 1 au nord de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]バーチ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={00020004306B3057} ]西へ３つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Irch[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Irch flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He is responsible for the forest on an
island three squares west of the Forest
Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Betula[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Betula est
3 à l'ouest de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ラミン[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島での、[Tag Ruby  val={00020004306D3093} ]年に[Tag Ruby  val={00040006304430613069} ]一度の[Tag Ruby  val={00040006304E3057304D} ]儀式の[Tag Ruby  val={0002000430423068} ]後
[Tag Ruby  val={00040006304B304F3061} ]各地に[Tag Ruby  val={000200023068} ]飛んでいって
[Tag Ruby  val={00020002307F} ]実を[Tag Ruby  val={000200023046} ]植えて　[Tag Ruby  val={000200043082308A} ]森を[Tag Ruby  val={00020004305D3060} ]育てる
[Tag Ruby  val={00040008305F309330683046} ]担当の[Tag Ruby  val={000200043057307E} ]島は、[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島から
[Tag Ruby  val={00020004306B3057} ]西へ４つ　[Tag Ruby  val={00020004304D305F} ]北へ４つ　のところにある[Tag Ruby  val={000200043057307E} ]島[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Rown[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

After the annual ceremony in the Forest
Haven, Rown flies off to a distant
part of the world to sow tree seeds and
raise new patches of forest.
He is responsible for the forest on an
island four squares west and four squares
north of the Forest Haven.[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Stylus[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Après la cérémonie annuelle, les Korogu
quittent leur île d'origine et volent vers
d'autres îles pour y planter des
graines et tenter d'agrandir la forêt.
L'île vers laquelle se dirige Stylus est
4 à l'ouest et 4 au nord de l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]ニヤト[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
[Tag Ruby  val={0006000C305730853063305730933061} ]出身地　[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={00040008305B3044308C3044} ]精霊　コログ
[Tag Ruby  val={000200043082308A} ]森の[Tag Ruby  val={000200043057307E} ]島に[Tag Ruby  val={00020004306E3053} ]残り、[Tag Ruby  val={00020002304D} ]木の[Tag Ruby  val={00020002307F} ]実でクスリを[Tag Ruby  val={000200043064304F} ]作っている
ボコババのタネから
[Tag Ruby  val={000A0014307E307B3046308A3087304F304B30443075304F} ]魔法力回復のクスリを[Tag Ruby  val={000200043064304F} ]作ってくれる
ホ～ンジャラ、マ～ンジャラ
チョエーイ！[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Hollo[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Birthplace: The Forest Haven
One of the Korok forest spirits

Even after the Korok ceremony, Hollo
remains in the Forest Haven researching
potion making.

He'll make a potion that replenishes both
life energy and magic power for you if you
bring him Boko Baba seeds.
Onjalla! Manjalla! CHO-WAY![Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Dichopsis[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
Originaire de : l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
Membre du peuple de la forêt,
le peuple Korogu
Dichopsis reste toujours sur l'île aux [Tag Color  val={0000} ]Forêts[Tag Color  val={0000} ]
où il prépare des potions aux vertus
magiques à partir de graines d'arbres
ou de graines de bokobaba.
Fikou mikou plouf plouf toyé ![Tag Color  val={FFFF} ]";
